time,Tf_1,Tf_2,Ts,v_1,v_2
0,0,0,0,0,0
1,297.45000011992,297.45000013444,297.45,-0.00029586879050115,-0.00035029514848041
2,297.45000023029,297.45000025866,297.45,-0.00029586938459062,-0.00035029740944252
3,297.45000033632,297.45000037791,297.45,-0.00029586938499842,-0.00035029741007455
4,297.45000043779,297.45000049227,297.45,-0.0002958693850047,-0.00035029741007708
5,297.45000053494,297.45000060208,297.45,-0.0002958693850057,-0.00035029741008214
6,297.45000062816,297.4500007077,297.45,-0.00029586938500646,-0.00035029741008214
7,297.45000071781,297.45000080947,297.45,-0.00029586938500796,-0.0003502974100834
8,297.45000080426,297.45000090768,297.45000000001,-0.00029586938500834,-0.00035029741008214
9,297.45000088782,297.45000100256,297.45000000001,-0.00029586938500859,-0.00035029741008467
10,297.45000096873,297.45000109434,297.45000000003,-0.00029586938500771,-0.0003502974100834
11,297.45000104721,297.4500011832,297.45000000005,-0.00029586938500871,-0.00035029741008593
12,297.45000112342,297.45000126928,297.45000000008,-0.00029586938500871,-0.00035029741008593
13,297.4500011975,297.45000135275,297.45000000013,-0.00029586938500959,-0.00035029741008467
14,297.45000126957,297.45000143371,297.45000000021,-0.00029586938501035,-0.00035029741008593
15,297.45000133973,297.45000151229,297.45000000032,-0.00029586938500909,-0.00035029741008593
16,297.45000140807,297.45000158858,297.45000000047,-0.00029586938500997,-0.00035029741008593
17,297.45000147468,297.4500016627,297.45000000067,-0.0002958693850106,-0.0003502974100872
18,297.45000153961,297.45000173471,297.45000000093,-0.00029586938501022,-0.0003502974100872
19,297.45000160295,297.45000180472,297.45000000126,-0.00029586938501072,-0.00035029741008846
20,297.45000166474,297.45000187279,297.45000000167,-0.00029586938501035,-0.00035029741008846
21,297.45000172505,297.450001939,297.45000000218,-0.0002958693850116,-0.0003502974100872
22,297.45000178393,297.45000200343,297.4500000028,-0.00029586938501223,-0.0003502974100872
23,297.45000184143,297.45000206614,297.45000000354,-0.0002958693850126,-0.00035029741008846
24,297.45000189758,297.4500021272,297.45000000441,-0.00029586938501198,-0.00035029741008846
25,297.45000195245,297.45000218667,297.45000000542,-0.00029586938501323,-0.00035029741008972
26,297.45000200607,297.4500022446,297.45000000659,-0.00029586938501436,-0.00035029741008972
27,297.45000205849,297.45000230107,297.45000000793,-0.00029586938501361,-0.00035029741008972
28,297.45000210973,297.45000235612,297.45000000944,-0.00029586938501373,-0.00035029741008846
29,297.45000215985,297.45000240981,297.45000001115,-0.00029586938501398,-0.00035029741008972
30,297.45000220888,297.4500024622,297.45000001305,-0.00029586938501398,-0.00035029741009099
31,297.45000225685,297.45000251333,297.45000001517,-0.00029586938501398,-0.00035029741008972
32,297.4500023038,297.45000256325,297.4500000175,-0.00029586938501499,-0.00035029741009099
33,297.45000234976,297.45000261202,297.45000002005,-0.00029586938501499,-0.00035029741009099
34,297.45000239476,297.45000265967,297.45000002284,-0.00029586938501398,-0.00035029741009099
35,297.45000243884,297.45000270625,297.45000002587,-0.00029586938501587,-0.00035029741009225
36,297.45000248203,297.45000275181,297.45000002914,-0.00029586938501486,-0.00035029741009225
37,297.45000252435,297.45000279639,297.45000003267,-0.00029586938501662,-0.00035029741009225
38,297.45000256585,297.45000284003,297.45000003645,-0.00029586938501637,-0.00035029741009225
39,297.45000260653,297.45000288276,297.45000004049,-0.00029586938501624,-0.00035029741009225
40,297.45000264644,297.45000292463,297.4500000448,-0.00029586938501687,-0.00035029741009225
41,297.4500026856,297.45000296568,297.45000004937,-0.00029586938501662,-0.00035029741009352
42,297.45000272403,297.45000300593,297.45000005422,-0.00029586938501637,-0.00035029741009352
43,297.45000276177,297.45000304542,297.45000005934,-0.00029586938501599,-0.00035029741009478
44,297.45000279883,297.45000308418,297.45000006473,-0.00029586938501737,-0.00035029741009225
45,297.45000283524,297.45000312225,297.4500000704,-0.00029586938501725,-0.00035029741009478
46,297.45000287102,297.45000315966,297.45000007634,-0.00029586938501687,-0.00035029741009352
47,297.4500029062,297.45000319644,297.45000008257,-0.0002958693850175,-0.00035029741009352
48,297.45000294079,297.45000323261,297.45000008907,-0.000295869385017,-0.00035029741009352
49,297.45000297483,297.4500032682,297.45000009585,-0.0002958693850175,-0.00035029741009352
50,297.45000300833,297.45000330324,297.4500001029,-0.00029586938501787,-0.00035029741009478
51,297.4500030413,297.45000333775,297.45000011024,-0.0002958693850175,-0.00035029741009478
52,297.45000307378,297.45000337177,297.45000011784,-0.00029586938501888,-0.00035029741009478
53,297.45000310578,297.4500034053,297.45000012572,-0.000295869385019,-0.00035029741009478
54,297.45000313731,297.45000343839,297.45000013388,-0.00029586938501762,-0.00035029741009478
55,297.4500031684,297.45000347103,297.4500001423,-0.000295869385018,-0.00035029741009478
56,297.45000319907,297.45000350327,297.45000015099,-0.00029586938501825,-0.00035029741009604
57,297.45000322932,297.45000353511,297.45000015995,-0.00029586938501863,-0.00035029741009604
58,297.45000325918,297.45000356658,297.45000016917,-0.00029586938501787,-0.00035029741009731
59,297.45000328866,297.4500035977,297.45000017865,-0.00029586938501825,-0.00035029741009731
60,297.45000331778,297.45000362848,297.4500001884,-0.0002958693850185,-0.00035029741009731
61,297.45000334656,297.45000365895,297.4500001984,-0.00029586938501963,-0.00035029741009731
62,297.450003375,297.45000368911,297.45000020865,-0.00029586938501888,-0.00035029741009604
63,297.45000340312,297.45000371898,297.45000021915,-0.000295869385019,-0.00035029741009731
64,297.45000343093,297.45000374859,297.4500002299,-0.00029586938501951,-0.00035029741009604
65,297.45000345845,297.45000377793,297.45000024089,-0.00029586938501963,-0.00035029741009731
66,297.4500034857,297.45000380704,297.45000025212,-0.00029586938501863,-0.00035029741009731
67,297.45000351267,297.45000383592,297.4500002636,-0.00029586938501963,-0.00035029741009857
68,297.45000353939,297.45000386458,297.4500002753,-0.00029586938502001,-0.00035029741009731
69,297.45000356586,297.45000389304,297.45000028724,-0.00029586938502101,-0.00035029741009857
70,297.45000359211,297.4500039213,297.45000029941,-0.000295869385019,-0.00035029741009857
71,297.45000361812,297.45000394939,297.4500003118,-0.00029586938502013,-0.00035029741009731
72,297.45000364393,297.45000397731,297.45000032441,-0.00029586938501925,-0.00035029741009731
73,297.45000366954,297.45000400507,297.45000033723,-0.00029586938502026,-0.00035029741009857
74,297.45000369495,297.45000403269,297.45000035028,-0.00029586938502051,-0.00035029741009857
75,297.45000372018,297.45000406016,297.45000036353,-0.00029586938502051,-0.00035029741009857
76,297.45000374523,297.45000408751,297.45000037699,-0.00029586938502151,-0.00035029741009731
77,297.45000377012,297.45000411473,297.45000039066,-0.00029586938502126,-0.00035029741009731
78,297.45000379486,297.45000414185,297.45000040452,-0.00029586938502026,-0.00035029741009857
79,297.45000381944,297.45000416886,297.45000041858,-0.00029586938502126,-0.00035029741009857
80,297.45000384388,297.45000419578,297.45000043284,-0.00029586938502126,-0.00035029741009857
81,297.45000386819,297.4500042226,297.45000044729,-0.00029586938502013,-0.00035029741009984
82,297.45000389238,297.45000424935,297.45000046192,-0.00029586938502114,-0.00035029741009984
83,297.45000391644,297.45000427603,297.45000047674,-0.00029586938502189,-0.00035029741009984
84,297.4500039404,297.45000430263,297.45000049174,-0.00029586938502189,-0.00035029741009984
85,297.45000396425,297.45000432918,297.45000050691,-0.00029586938502063,-0.00035029741009857
86,297.450003988,297.45000435567,297.45000052226,-0.00029586938502164,-0.00035029741009984
87,297.45000401165,297.45000438211,297.45000053778,-0.00029586938502151,-0.00035029741009857
88,297.45000403522,297.45000440851,297.45000055347,-0.00029586938502126,-0.00035029741009984
89,297.45000405871,297.45000443487,297.45000056933,-0.00029586938502126,-0.00035029741009984
90,297.45000408213,297.4500044612,297.45000058534,-0.00029586938502314,-0.00035029741009984
91,297.45000410547,297.4500044875,297.45000060152,-0.00029586938502063,-0.00035029741009984
92,297.45000412875,297.45000451378,297.45000061785,-0.00029586938502264,-0.00035029741009984
93,297.45000415197,297.45000454003,297.45000063433,-0.00029586938502227,-0.00035029741009857
94,297.45000417514,297.45000456628,297.45000065096,-0.00029586938502114,-0.00035029741009984
