time,Tf_1,Tf_2,Ts,v_1,v_2
0,0,0,0,0,0
1,297.42000006327,297.42000006374,297.42000000434,-0.00023275031003192,-0.0002310768874275
2,297.4200001187,297.42000012113,297.42000001565,-0.00023275510545522,-0.00023107703786875
3,297.4200001187,297.42000012113,297.42000001565,-0.00023275510545522,-0.00023107703786875
4,297.4200001187,297.42000012113,297.42000001565,-0.00023275510545522,-0.00023107703786875
5,297.42000017224,297.42000017734,297.42000003236,-0.00023275510516564,-0.00023107703748459
6,297.42000022378,297.42000023186,297.42000005506,-0.00023275510514194,-0.0002310770374511
7,297.42000027332,297.42000028447,297.42000008205,-0.00023275510514083,-0.00023107703745823
8,297.42000032096,297.42000033518,297.42000011194,-0.00023275510513622,-0.00023107703745167
9,297.42000036686,297.42000038405,297.42000014373,-0.00023275510513525,-0.00023107703745045
10,297.42000041112,297.42000043109,297.4200001762,-0.00023275510513385,-0.00023107703745088
11,297.42000045396,297.42000047654,297.42000020953,-0.00023275510513302,-0.0002310770374503
12,297.4200004956,297.42000052067,297.42000024356,-0.00023275510513218,-0.00023107703744994
13,297.42000053625,297.42000056371,297.42000027812,-0.0002327551051319,-0.00023107703745081
14,297.42000057608,297.42000060584,297.42000031306,-0.00023275510513176,-0.00023107703745059
15,297.42000061524,297.42000064723,297.4200003483,-0.00023275510513134,-0.00023107703744937
16,297.42000065383,297.42000068799,297.42000038376,-0.00023275510513065,-0.00023107703744821
17,297.42000069196,297.42000072824,297.4200004194,-0.00023275510513107,-0.00023107703744713
18,297.42000072971,297.42000076806,297.42000045517,-0.00023275510513009,-0.00023107703744735
19,297.42000076714,297.42000080752,297.42000049105,-0.00023275510512856,-0.00023107703744749
20,297.42000080431,297.42000084667,297.42000052701,-0.00023275510512967,-0.00023107703744785
21,297.42000084126,297.42000088558,297.42000056304,-0.00023275510512911,-0.00023107703744706
22,297.4200008781,297.42000092437,297.42000059981,-0.00023275510511922,-0.00023107703744
23,297.42000091479,297.42000096297,297.42000063594,-0.00023275510512061,-0.00023107703743979
24,297.42000095135,297.4200010014,297.42000067203,-0.00023275510511977,-0.00023107703744072
25,297.42000098779,297.42000103968,297.42000070816,-0.00023275510511935,-0.00023107703744043
26,297.42000102413,297.42000107784,297.42000074436,-0.00023275510511894,-0.00023107703744022
27,297.42000106041,297.42000111593,297.42000078059,-0.00023275510511922,-0.00023107703743993
28,297.42000109664,297.42000115395,297.42000081687,-0.00023275510512005,-0.00023107703744087
29,297.42000113283,297.42000119192,297.42000085319,-0.00023275510511866,-0.00023107703744058
30,297.42000116899,297.42000122985,297.42000088954,-0.0002327551051188,-0.00023107703744043
31,297.42000120514,297.42000126776,297.42000092592,-0.00023275510511922,-0.00023107703744015
32,297.42000124127,297.42000130565,297.42000096234,-0.00023275510511949,-0.00023107703743993
33,297.42000127741,297.42000134353,297.42000099879,-0.0002327551051188,-0.00023107703743863
34,297.42000131354,297.42000138141,297.42000103526,-0.00023275510511852,-0.0002310770374395
35,297.42000134968,297.42000141929,297.42000107177,-0.00023275510511838,-0.00023107703743928
36,297.42000138582,297.42000145718,297.42000110832,-0.00023275510511824,-0.00023107703744029
37,297.42000142198,297.42000149508,297.42000114489,-0.0002327551051181,-0.00023107703743892
38,297.42000145816,297.42000153299,297.4200011815,-0.00023275510511852,-0.00023107703743863
39,297.42000149435,297.42000157092,297.42000121813,-0.00023275510511838,-0.00023107703743964
