time,Tf_1,Tf_2,Ts,hsf,v_1,v_2
0,0,0,0,0,0,0
1,299.76000019259,299.7600001916,299.76,100000000000,-0.00042686074119619,-0.00041198413930569
2,299.76000038432,299.76000038466,299.76,100000000000,-0.00042686217539105,-0.00041198544649755
3,299.76000056657,299.76000056797,299.76000000002,100000000000,-0.00042686217545675,-0.00041198544671538
4,299.76000073907,299.7600007411,299.76000000007,100000000000,-0.0004268621754556,-0.00041198544671768
5,299.76000090218,299.76000090472,299.76000000018,100000000000,-0.0004268621754556,-0.00041198544671768
6,299.76000105645,299.76000105937,299.76000000042,100000000000,-0.00042686217545675,-0.00041198544671595
7,299.7600012025,299.76000120568,299.76000000084,100000000000,-0.0004268621754556,-0.00041198544671653
8,299.7600013409,299.76000134427,299.76000000154,100000000000,-0.00042686217545444,-0.00041198544671653
9,299.76000147222,299.76000147569,299.7600000026,100000000000,-0.0004268621754556,-0.00041198544671711
10,299.76000159695,299.76000160047,299.76000000414,100000000000,-0.0004268621754556,-0.00041198544671653
11,299.76000171556,299.76000171909,299.76000000625,100000000000,-0.0004268621754556,-0.00041198544671711
12,299.76000182849,299.76000183197,299.76000000903,100000000000,-0.0004268621754556,-0.00041198544671653
13,299.76000193612,299.76000193954,299.76000001257,100000000000,-0.0004268621754556,-0.00041198544671653
14,299.76000203883,299.76000204216,299.76000001695,100000000000,-0.00042686217545444,-0.00041198544671653
15,299.76000213696,299.76000214018,299.76000002224,100000000000,-0.0004268621754556,-0.00041198544671653
16,299.76000223085,299.76000223394,299.76000002851,100000000000,-0.00042686217545444,-0.00041198544671653
17,299.76000232077,299.76000232373,299.7600000358,100000000000,-0.00042686217545444,-0.00041198544671653
18,299.76000240704,299.76000240985,299.76000004415,100000000000,-0.0004268621754556,-0.00041198544671595
19,299.7600024899,299.76000249257,299.76000005358,100000000000,-0.00042686217545444,-0.00041198544671595
20,299.7600025696,299.76000257213,299.76000006413,100000000000,-0.00042686217545444,-0.00041198544671653
21,299.7600026464,299.76000264877,299.7600000758,100000000000,-0.00042686217545444,-0.00041198544671653
22,299.76000272049,299.76000272273,299.76000008859,100000000000,-0.00042686217545444,-0.00041198544671538
23,299.7600027921,299.76000279419,299.7600001025,100000000000,-0.00042686217545444,-0.00041198544671538
24,299.76000286141,299.76000286337,299.76000011752,100000000000,-0.00042686217545444,-0.00041198544671538
25,299.7600029286,299.76000293044,299.76000013365,100000000000,-0.00042686217545329,-0.00041198544671595
26,299.76000299386,299.76000299557,299.76000015086,100000000000,-0.00042686217545444,-0.00041198544671538
27,299.76000305733,299.76000305893,299.76000016913,100000000000,-0.00042686217545329,-0.0004119854467148
28,299.76000311916,299.76000312065,299.76000018845,100000000000,-0.00042686217545329,-0.00041198544671595
29,299.76000317951,299.76000318089,299.76000020878,100000000000,-0.00042686217545329,-0.00041198544671538
30,299.76000323848,299.76000323976,299.76000023011,100000000000,-0.00042686217545214,-0.00041198544671538
31,299.76000329622,299.76000329739,299.7600002524,100000000000,-0.00042686217545214,-0.0004119854467148
32,299.76000335282,299.7600033539,299.76000027562,100000000000,-0.00042686217545329,-0.00041198544671538
33,299.76000340839,299.76000340938,299.76000029975,100000000000,-0.00042686217545329,-0.00041198544671538
34,299.76000346304,299.76000346393,299.76000032476,100000000000,-0.00042686217545214,-0.0004119854467148
35,299.76000351685,299.76000351765,299.76000035062,100000000000,-0.00042686217545214,-0.00041198544671538
36,299.76000356991,299.76000357061,299.7600003773,100000000000,-0.00042686217545214,-0.0004119854467148
37,299.76000362229,299.7600036229,299.76000040477,100000000000,-0.00042686217545214,-0.0004119854467148
38,299.76000367407,299.76000367458,299.760000433,100000000000,-0.00042686217545099,-0.00041198544671423
39,299.76000372532,299.76000372573,299.76000046197,100000000000,-0.00042686217545214,-0.0004119854467148
40,299.76000377609,299.7600037764,299.76000049164,100000000000,-0.00042686217545099,-0.00041198544671595
41,299.76000382645,299.76000382665,299.76000052199,100000000000,-0.00042686217545214,-0.00041198544671423
42,299.76000387644,299.76000387654,299.76000055299,100000000000,-0.00042686217545214,-0.0004119854467125
43,299.76000392613,299.76000392612,299.76000058462,100000000000,-0.00042686217545214,-0.00041198544671365
44,299.76000397554,299.76000397542,299.76000061686,100000000000,-0.00042686217545099,-0.00041198544671365
45,299.76000402474,299.7600040245,299.76000064967,100000000000,-0.00042686217545099,-0.00041198544671365
46,299.76000407374,299.76000407339,299.76000068304,100000000000,-0.00042686217545099,-0.00041198544671365
47,299.7600041226,299.76000412212,299.76000071694,100000000000,-0.00042686217544983,-0.00041198544671365
48,299.76000417134,299.76000417074,299.76000075136,100000000000,-0.00042686217545099,-0.0004119854467125
49,299.76000421999,299.76000421926,299.76000078627,100000000000,-0.00042686217545214,-0.00041198544671307
50,299.76000426859,299.76000426773,299.76000082165,100000000000,-0.00042686217545099,-0.00041198544671365
51,299.76000431715,299.76000431616,299.76000085748,100000000000,-0.00042686217545099,-0.0004119854467125
52,299.7600043657,299.76000436458,299.76000089375,100000000000,-0.00042686217545099,-0.00041198544671423
53,299.76000441427,299.76000441301,299.76000093044,100000000000,-0.00042686217544983,-0.00041198544671307
54,299.76000446287,299.76000446147,299.76000096753,100000000000,-0.00042686217545099,-0.0004119854467125
55,299.76000451152,299.76000450998,299.760001005,100000000000,-0.00042686217545099,-0.00041198544671365
56,299.76000456024,299.76000455855,299.76000104284,100000000000,-0.00042686217545099,-0.00041198544671307
57,299.76000460904,299.76000460721,299.76000108104,100000000000,-0.00042686217545099,-0.00041198544671192
58,299.76000465794,299.76000465596,299.76000111958,100000000000,-0.00042686217545099,-0.00041198544671307
59,299.76000470694,299.76000470482,299.76000115845,100000000000,-0.00042686217544983,-0.00041198544671307
60,299.76000475607,299.7600047538,299.76000119764,100000000000,-0.00042686217545099,-0.00041198544671307
61,299.76000480534,299.76000480292,299.76000123714,100000000000,-0.00042686217545099,-0.0004119854467125
62,299.76000485474,299.76000485217,299.76000127692,100000000000,-0.00042686217544983,-0.0004119854467125
63,299.76000490429,299.76000490157,299.760001317,100000000000,-0.00042686217544983,-0.00041198544671192
64,299.760004954,299.76000495113,299.76000135734,100000000000,-0.00042686217545099,-0.00041198544671192
65,299.76000500387,299.76000500086,299.76000139795,100000000000,-0.00042686217544983,-0.00041198544671192
66,299.76000505392,299.76000505075,299.76000143882,100000000000,-0.00042686217544983,-0.00041198544671192
67,299.76000510414,299.76000510082,299.76000147993,100000000000,-0.00042686217545099,-0.0004119854467125
68,299.76000515454,299.76000515108,299.76000152128,100000000000,-0.00042686217544983,-0.0004119854467125
69,299.76000520513,299.76000520152,299.76000156287,100000000000,-0.00042686217544868,-0.00041198544671192
70,299.76000525591,299.76000525214,299.76000160468,100000000000,-0.00042686217544983,-0.00041198544671192
71,299.76000530688,299.76000530297,299.76000164671,100000000000,-0.00042686217544983,-0.00041198544671192
72,299.76000535804,299.76000535399,299.76000168895,100000000000,-0.00042686217544983,-0.00041198544671192
73,299.76000540941,299.7600054052,299.76000173139,100000000000,-0.00042686217544868,-0.0004119854467125
74,299.76000546097,299.76000545662,299.76000177404,100000000000,-0.00042686217544983,-0.00041198544671192
75,299.76000551274,299.76000550825,299.76000181689,100000000000,-0.00042686217544983,-0.00041198544671192
76,299.76000556471,299.76000556007,299.76000185992,100000000000,-0.00042686217544868,-0.00041198544671192
77,299.76000561688,299.76000561211,299.76000190314,100000000000,-0.00042686217544868,-0.00041198544671192
78,299.76000566926,299.76000566435,299.76000194655,100000000000,-0.00042686217544868,-0.0004119854467125
79,299.76000572184,299.76000571679,299.76000199013,100000000000,-0.00042686217545099,-0.00041198544671307
80,299.76000577463,299.76000576944,299.76000203389,100000000000,-0.00042686217545099,-0.00041198544671192
81,299.76000582762,299.76000582231,299.76000207782,100000000000,-0.00042686217544868,-0.00041198544671192
82,299.76000588082,299.76000587537,299.76000212191,100000000000,-0.00042686217544868,-0.00041198544671192
83,299.76000593423,299.76000592865,299.76000216618,100000000000,-0.00042686217544868,-0.00041198544671134
84,299.76000598784,299.76000598213,299.7600022106,100000000000,-0.00042686217544983,-0.00041198544671077
85,299.76000604166,299.76000603582,299.76000225519,100000000000,-0.00042686217544983,-0.0004119854467125
86,299.76000609567,299.76000608972,299.76000229993,100000000000,-0.00042686217545099,-0.00041198544671134
87,299.76000614989,299.76000614381,299.76000234484,100000000000,-0.00042686217544868,-0.00041198544671077
88,299.76000620432,299.76000619811,299.76000238989,100000000000,-0.00042686217544868,-0.00041198544671077
89,299.76000625894,299.76000625262,299.7600024351,100000000000,-0.00042686217544983,-0.00041198544671134
90,299.76000631376,299.76000630732,299.76000248046,100000000000,-0.00042686217544868,-0.00041198544671134
91,299.76000636878,299.76000636223,299.76000252596,100000000000,-0.00042686217544983,-0.00041198544671134
92,299.76000642399,299.76000641733,299.76000257162,100000000000,-0.00042686217544983,-0.00041198544671134
93,299.7600064794,299.76000647262,299.76000261742,100000000000,-0.00042686217544868,-0.00041198544671134
94,299.760006535,299.76000652812,299.76000266337,100000000000,-0.00042686217544868,-0.00041198544671192
95,299.76000659079,299.7600065838,299.76000270946,100000000000,-0.00042686217544983,-0.00041198544671077
96,299.76000664677,299.76000663968,299.76000275569,100000000000,-0.00042686217544868,-0.00041198544671192
97,299.76000670294,299.76000669574,299.76000280207,100000000000,-0.00042686217544983,-0.0004119854467125
98,299.7600067593,299.760006752,299.76000284859,100000000000,-0.00042686217544868,-0.00041198544671192
99,299.76000681584,299.76000680844,299.76000289525,100000000000,-0.00042686217544868,-0.00041198544671134
100,299.76000687256,299.76000686506,299.76000294205,100000000000,-0.00042686217544983,-0.0004119854467125
101,299.76000692946,299.76000692186,299.76000298899,100000000000,-0.00042686217544868,-0.00041198544671134
102,299.76000698653,299.76000697885,299.76000303607,100000000000,-0.00042686217544868,-0.00041198544671134
103,299.76000704379,299.76000703601,299.76000308329,100000000000,-0.00042686217544983,-0.00041198544671192
104,299.76000710122,299.76000709335,299.76000313065,100000000000,-0.00042686217544983,-0.0004119854467125
105,299.76000715881,299.76000715086,299.76000317814,100000000000,-0.00042686217544868,-0.00041198544671134
106,299.76000721658,299.76000720854,299.76000322578,100000000000,-0.00042686217544868,-0.00041198544671192
107,299.76000727452,299.76000726639,299.76000327355,100000000000,-0.00042686217544983,-0.00041198544671192
108,299.76000733262,299.76000732441,299.76000332146,100000000000,-0.00042686217544983,-0.00041198544671134
