time,Tf_1,Tf_2,Ts,hsf,v_1,v_2
0,0,0,0,0,0,0
1,298.08000003328,298.08000003522,298.08000000253,100000000000,-0.0001643197938941,-0.0001584840345922
2,298.08000006262,298.08000006567,298.08000000864,100000000000,-0.00016432119531519,-0.00015848512313954
3,298.08000009069,298.08000009432,298.08000001781,100000000000,-0.00016432119538103,-0.00015848512314033
4,298.08000011736,298.08000012123,298.08000002941,100000000000,-0.00016432119538132,-0.00015848512313982
5,298.08000014277,298.08000014668,298.08000004267,100000000000,-0.00016432119537988,-0.00015848512313968
6,298.08000016707,298.08000017093,298.08000005711,100000000000,-0.00016432119538262,-0.00015848512314083
7,298.08000019044,298.0800001942,298.08000007238,100000000000,-0.00016432119538247,-0.0001584851231409
8,298.08000021302,298.08000021665,298.08000008824,100000000000,-0.00016432119538103,-0.00015848512314105
9,298.08000023493,298.08000023844,298.08000010455,100000000000,-0.00016432119538175,-0.00015848512314004
10,298.08000025628,298.08000025967,298.08000012119,100000000000,-0.00016432119538262,-0.00015848512314018
11,298.08000027716,298.08000028043,298.08000013808,100000000000,-0.00016432119538118,-0.00015848512314026
12,298.08000029764,298.0800003008,298.08000015515,100000000000,-0.00016432119538305,-0.0001584851231404
13,298.08000031778,298.08000032083,298.08000017238,100000000000,-0.00016432119538146,-0.00015848512314062
14,298.08000033763,298.08000034059,298.08000018972,100000000000,-0.00016432119538348,-0.00015848512314083
15,298.08000035723,298.0800003601,298.08000020715,100000000000,-0.00016432119538262,-0.0001584851231409
16,298.08000037662,298.08000037941,298.08000022465,100000000000,-0.00016432119538218,-0.00015848512313997
17,298.08000039583,298.08000039854,298.08000024222,100000000000,-0.00016432119538161,-0.00015848512314242
18,298.08000041488,298.08000041752,298.08000025982,100000000000,-0.0001643211953829,-0.00015848512314256
19,298.08000043379,298.08000043636,298.08000027747,100000000000,-0.00016432119538262,-0.00015848512314033
20,298.08000045258,298.08000045509,298.08000029515,100000000000,-0.00016432119538391,-0.00015848512314054
21,298.08000047126,298.08000047372,298.08000031285,100000000000,-0.00016432119538348,-0.00015848512314069
22,298.08000048986,298.08000049227,298.08000033058,100000000000,-0.00016432119538362,-0.00015848512314083
23,298.08000050837,298.08000051073,298.08000034832,100000000000,-0.00016432119538305,-0.00015848512314206
24,298.08000052682,298.08000052914,298.08000036608,100000000000,-0.00016432119538319,-0.0001584851231422
25,298.0800005452,298.08000054748,298.08000038384,100000000000,-0.00016432119538391,-0.00015848512314234
26,298.08000056353,298.08000056577,298.08000040162,100000000000,-0.00016432119538391,-0.00015848512314134
27,298.08000058181,298.08000058402,298.08000041941,100000000000,-0.00016432119538348,-0.00015848512314148
28,298.08000060005,298.08000060223,298.08000043721,100000000000,-0.00016432119538362,-0.00015848512314155
29,298.08000061825,298.08000062041,298.08000045501,100000000000,-0.00016432119538362,-0.00015848512314162
30,298.08000063642,298.08000063855,298.08000047281,100000000000,-0.00016432119538492,-0.00015848512314285
31,298.08000065456,298.08000065667,298.08000049063,100000000000,-0.00016432119538435,-0.00015848512314299
32,298.08000067267,298.08000067477,298.08000050844,100000000000,-0.0001643211953855,-0.00015848512314198
33,298.08000069076,298.08000069284,298.08000052627,100000000000,-0.00016432119538564,-0.00015848512314321
34,298.08000070883,298.0800007109,298.08000054409,100000000000,-0.00016432119538521,-0.00015848512314328
35,298.08000072689,298.08000072894,298.08000056192,100000000000,-0.00016432119538521,-0.0001584851231422
36,298.08000074492,298.08000074697,298.08000057975,100000000000,-0.00016432119538406,-0.00015848512314227
37,298.08000076295,298.08000076499,298.08000059758,100000000000,-0.00016432119538521,-0.00015848512314357
38,298.08000078096,298.08000078299,298.08000061542,100000000000,-0.0001643211953842,-0.00015848512314364
39,298.08000079897,298.08000080099,298.08000063326,100000000000,-0.00016432119538478,-0.00015848512314371
40,298.08000081696,298.08000081898,298.08000065111,100000000000,-0.00016432119538377,-0.00015848512314386
41,298.08000083495,298.08000083697,298.08000066896,100000000000,-0.00016432119538377,-0.00015848512314278
42,298.08000085293,298.08000085495,298.08000068681,100000000000,-0.00016432119538377,-0.00015848512314393
43,298.08000087091,298.08000087293,298.08000070466,100000000000,-0.00016432119538492,-0.00015848512314285
44,298.08000088889,298.0800008909,298.08000072252,100000000000,-0.00016432119538492,-0.00015848512314292
45,298.08000090686,298.08000090887,298.08000074038,100000000000,-0.00016432119538507,-0.00015848512314299
46,298.08000092482,298.08000092684,298.08000075824,100000000000,-0.00016432119538449,-0.00015848512314422
47,298.08000094279,298.0800009448,298.08000077611,100000000000,-0.00016432119538449,-0.00015848512314429
48,298.08000096075,298.08000096277,298.08000079398,100000000000,-0.00016432119538564,-0.00015848512314314
49,298.08000097872,298.08000098074,298.08000081186,100000000000,-0.00016432119538463,-0.00015848512314328
50,298.08000099668,298.0800009987,298.08000082973,100000000000,-0.00016432119538463,-0.00015848512314335
51,298.08000101465,298.08000101667,298.08000084762,100000000000,-0.00016432119538463,-0.00015848512314335
52,298.08000103262,298.08000103464,298.0800008655,100000000000,-0.00016432119538521,-0.00015848512314458
53,298.08000105058,298.08000105261,298.08000088339,100000000000,-0.00016432119538521,-0.00015848512314465
54,298.08000106855,298.08000107058,298.08000090129,100000000000,-0.00016432119538521,-0.00015848512314472
55,298.08000108653,298.08000108856,298.08000091918,100000000000,-0.00016432119538636,-0.00015848512314364
56,298.0800011045,298.08000110653,298.08000093709,100000000000,-0.00016432119538535,-0.00015848512314364
57,298.08000112248,298.08000112451,298.080000955,100000000000,-0.00016432119538521,-0.00015848512314371
58,298.08000114046,298.0800011425,298.08000097291,100000000000,-0.00016432119538651,-0.00015848512314379
