time,Tf_1,Tf_2,Ts,v_1,v_2
0,0,0,0,0,0
1,297.39000011389,297.39000011299,297.39,-0.00031732671111198,-0.00030626750129693
2,297.3900002205,297.39000022038,297.39,-0.0003173277304323,-0.00030626842635028
3,297.39000032247,297.3900003201,297.39000000001,-0.00031732773042884,-0.00030626842647014
4,297.39000041974,297.39000041785,297.39000000004,-0.00031732773043345,-0.00030626842646092
5,297.39000051252,297.39000051128,297.3900000001,-0.00031732773043461,-0.00030626842645516
6,297.39000060112,297.39000060052,297.39000000024,-0.00031732773043461,-0.00030626842641885
7,297.39000068585,297.39000068549,297.39000000048,-0.0003173277304323,-0.00030626842642231
8,297.390000767,297.39000076675,297.39000000087,-0.00031732773043115,-0.00030626842642288
9,297.39000084482,297.39000084463,297.39000000147,-0.00031732773043,-0.00030626842642404
10,297.39000091954,297.39000091936,297.39000000234,-0.00031732773043,-0.00030626842642461
11,297.39000099138,297.39000099132,297.39000000353,-0.00031732773043,-0.00030626842642519
12,297.3900010605,297.39000106054,297.39000000509,-0.00031732773042884,-0.00030626842642577
13,297.39000112708,297.39000112707,297.39000000707,-0.00031732773042884,-0.00030626842642577
14,297.39000119127,297.39000119121,297.39000000953,-0.00031732773042769,-0.00030626842642519
15,297.39000125321,297.39000125324,297.3900000125,-0.00031732773042884,-0.00030626842642577
16,297.39000131302,297.39000131314,297.39000001602,-0.00031732773043,-0.00030626842642577
17,297.39000137084,297.39000137093,297.3900000201,-0.00031732773042884,-0.00030626842642634
18,297.39000142676,297.39000142684,297.39000002478,-0.00031732773043,-0.00030626842642519
19,297.3900014809,297.39000148099,297.39000003008,-0.00031732773043,-0.00030626842642577
20,297.39000153336,297.39000153348,297.390000036,-0.00031732773043,-0.00030626842642634
21,297.39000158422,297.39000158438,297.39000004255,-0.00031732773042884,-0.00030626842642519
22,297.39000163359,297.39000163379,297.39000004973,-0.00031732773043,-0.00030626842642461
23,297.39000168154,297.39000168179,297.39000005755,-0.00031732773043,-0.00030626842642634
