time,Tf_1,Tf_2,Ts,hsf,v_1,v_2
0,0,0,0,0,0,0
1,306.57000000343,306.57000000601,306.57,100000000000,-6.4431784916632e-05,-6.2186293887707e-05
2,306.57000000801,306.57000001041,306.57,100000000000,-6.4432026504087e-05,-6.2186482627402e-05
3,306.57000001245,306.57000001469,306.57,100000000000,-6.4432026492562e-05,-6.218648253347e-05
4,306.57000001674,306.57000001884,306.57,100000000000,-6.4432026492562e-05,-6.2186482534047e-05
5,306.57000002087,306.57000002285,306.57,100000000000,-6.4432026491409e-05,-6.2186482532318e-05
6,306.57000002487,306.57000002673,306.57000000001,100000000000,-6.4432026493714e-05,-6.2186482532894e-05
7,306.57000002875,306.5700000305,306.57000000002,100000000000,-6.4432026492562e-05,-6.2186482532318e-05
8,306.57000002875,306.5700000305,306.57000000002,100000000000,-6.4432026492562e-05,-6.2186482532318e-05
9,306.57000002875,306.5700000305,306.57000000002,100000000000,-6.4432026492562e-05,-6.2186482532318e-05
10,306.57000003251,306.57000003417,306.57000000004,100000000000,-6.4432026492562e-05,-6.2186482531742e-05
11,306.57000003251,306.57000003417,306.57000000004,100000000000,-6.4432026492562e-05,-6.2186482531742e-05
12,306.57000003251,306.57000003417,306.57000000004,100000000000,-6.4432026492562e-05,-6.2186482531742e-05
13,306.57000003251,306.57000003417,306.57000000004,100000000000,-6.4432026492562e-05,-6.2186482531742e-05
14,306.57000003251,306.57000003417,306.57000000004,100000000000,-6.4432026492562e-05,-6.2186482531742e-05
15,306.57000003617,306.57000003775,306.57000000007,100000000000,-6.4432026492562e-05,-6.2186482531165e-05
16,306.57000003617,306.57000003775,306.57000000007,100000000000,-6.4432026492562e-05,-6.2186482531165e-05
17,306.57000003617,306.57000003775,306.57000000007,100000000000,-6.4432026492562e-05,-6.2186482531165e-05
18,306.57000003617,306.57000003775,306.57000000007,100000000000,-6.4432026492562e-05,-6.2186482531165e-05
19,306.57000003974,306.57000004124,306.57000000011,100000000000,-6.4432026491409e-05,-6.2186482531742e-05
20,306.57000004323,306.57000004465,306.57000000016,100000000000,-6.4432026491409e-05,-6.2186482532894e-05
21,306.57000004664,306.57000004799,306.57000000023,100000000000,-6.4432026492562e-05,-6.2186482531742e-05
22,306.57000004998,306.57000005126,306.57000000032,100000000000,-6.4432026491409e-05,-6.2186482531742e-05
23,306.57000004998,306.57000005126,306.57000000032,100000000000,-6.4432026491409e-05,-6.2186482531742e-05
24,306.57000005325,306.57000005448,306.57000000043,100000000000,-6.4432026491409e-05,-6.2186482531742e-05
25,306.57000005647,306.57000005764,306.57000000056,100000000000,-6.4432026492562e-05,-6.2186482531165e-05
26,306.57000005647,306.57000005764,306.57000000056,100000000000,-6.4432026492562e-05,-6.2186482531165e-05
27,306.57000005647,306.57000005764,306.57000000056,100000000000,-6.4432026492562e-05,-6.2186482531165e-05
28,306.57000005963,306.57000006074,306.57000000071,100000000000,-6.4432026491409e-05,-6.2186482531742e-05
29,306.57000006274,306.57000006379,306.57000000089,100000000000,-6.4432026491409e-05,-6.2186482530013e-05
30,306.57000006274,306.57000006379,306.57000000089,100000000000,-6.4432026491409e-05,-6.2186482530013e-05
31,306.5700000658,306.5700000668,306.5700000011,100000000000,-6.4432026491409e-05,-6.2186482531165e-05
32,306.57000006881,306.57000006976,306.57000000133,100000000000,-6.4432026491409e-05,-6.2186482531165e-05
33,306.57000007179,306.57000007268,306.57000000159,100000000000,-6.4432026491409e-05,-6.2186482531742e-05
