time,Tf_1,Tf_2,Ts,hsf,v_1,v_2
0,0,0,0,0,0,0
1,304.84000012308,304.84000011937,304.84000000001,100000000000,-0.00031740988632218,-0.00031800902458164
2,304.84000023589,304.84000023265,304.84000000006,100000000000,-0.00031741112599566,-0.00031801036910353
3,304.84000034317,304.84000034055,304.84000000025,100000000000,-0.00031741112630454,-0.00031801036946197
4,304.84000034317,304.84000034055,304.84000000025,100000000000,-0.00031741112630454,-0.00031801036946197
5,304.84000044448,304.84000044242,304.84000000069,100000000000,-0.00031741112630684,-0.00031801036946427
6,304.84000054056,304.84000053883,304.84000000156,100000000000,-0.00031741112630454,-0.00031801036946427
7,304.84000063174,304.84000063016,304.84000000304,100000000000,-0.00031741112630569,-0.00031801036946427
8,304.84000071831,304.84000071678,304.8400000053,100000000000,-0.00031741112630569,-0.00031801036946542
9,304.84000080062,304.84000079909,304.8400000085,100000000000,-0.00031741112630569,-0.00031801036946658
10,304.84000087898,304.84000087743,304.84000001277,100000000000,-0.00031741112630569,-0.00031801036946542
11,304.8400009542,304.84000095238,304.84000001821,100000000000,-0.00031741112630915,-0.00031801036947119
12,304.8400009542,304.84000095238,304.84000001821,100000000000,-0.00031741112630915,-0.00031801036947119
13,304.84000102547,304.84000102363,304.8400000249,100000000000,-0.0003174111263103,-0.00031801036947003
14,304.84000109358,304.84000109178,304.84000003285,100000000000,-0.00031741112630915,-0.00031801036947003
15,304.84000115883,304.84000115706,304.84000004209,100000000000,-0.0003174111263103,-0.00031801036947003
16,304.84000122144,304.84000121971,304.84000005261,100000000000,-0.00031741112630915,-0.00031801036947003
17,304.84000128162,304.84000127992,304.84000006439,100000000000,-0.0003174111263103,-0.00031801036947119
18,304.84000133955,304.8400013379,304.8400000774,100000000000,-0.0003174111263103,-0.00031801036947003
19,304.8400013954,304.8400013938,304.8400000916,100000000000,-0.0003174111263103,-0.00031801036947119
20,304.84000144934,304.84000144778,304.84000010696,100000000000,-0.0003174111263103,-0.00031801036947119
21,304.84000150152,304.84000150002,304.84000012341,100000000000,-0.0003174111263103,-0.00031801036947003
22,304.84000155208,304.84000155064,304.84000014092,100000000000,-0.0003174111263103,-0.00031801036947003
23,304.84000155208,304.84000155064,304.84000014092,100000000000,-0.0003174111263103,-0.00031801036947003
24,304.84000160114,304.84000159977,304.84000015943,100000000000,-0.00031741112631145,-0.00031801036947003
25,304.84000164885,304.84000164753,304.84000017889,100000000000,-0.0003174111263103,-0.00031801036947119
26,304.84000169529,304.84000169403,304.84000019924,100000000000,-0.00031741112631145,-0.00031801036947119
27,304.84000174059,304.84000173938,304.84000022045,100000000000,-0.00031741112631145,-0.00031801036947119
28,304.84000178484,304.84000178368,304.84000024247,100000000000,-0.00031741112631145,-0.00031801036947119
29,304.84000182812,304.84000182702,304.84000026524,100000000000,-0.0003174111263103,-0.00031801036947119
30,304.84000187053,304.84000186947,304.84000028873,100000000000,-0.00031741112631145,-0.00031801036947119
31,304.84000191213,304.84000191111,304.84000031289,100000000000,-0.0003174111263126,-0.00031801036947119
32,304.84000195301,304.84000195202,304.84000033769,100000000000,-0.00031741112631145,-0.00031801036947119
33,304.84000199322,304.84000199227,304.84000036308,100000000000,-0.00031741112631145,-0.00031801036947119
34,304.84000203283,304.8400020319,304.84000038903,100000000000,-0.0003174111263126,-0.00031801036947119
35,304.8400020719,304.84000207099,304.84000041551,100000000000,-0.00031741112631376,-0.00031801036947234
36,304.84000211047,304.84000210958,304.84000044248,100000000000,-0.00031741112631145,-0.00031801036947234
37,304.8400021486,304.84000214772,304.84000046992,100000000000,-0.0003174111263103,-0.00031801036947234
38,304.84000218632,304.84000218546,304.84000049779,100000000000,-0.0003174111263126,-0.00031801036947234
39,304.84000222369,304.84000222284,304.84000052607,100000000000,-0.0003174111263126,-0.00031801036947234
40,304.84000226074,304.84000225989,304.84000055474,100000000000,-0.00031741112631145,-0.00031801036947119
41,304.84000229751,304.84000229666,304.84000058378,100000000000,-0.00031741112631145,-0.00031801036947234
42,304.84000233402,304.84000233318,304.84000061315,100000000000,-0.0003174111263126,-0.00031801036947349
43,304.84000237032,304.84000236947,304.84000064284,100000000000,-0.0003174111263126,-0.00031801036947234
44,304.84000240641,304.84000240557,304.84000067284,100000000000,-0.00031741112631145,-0.00031801036947234
45,304.84000244234,304.8400024415,304.84000070311,100000000000,-0.00031741112631145,-0.00031801036947234
46,304.84000247813,304.84000247729,304.84000073366,100000000000,-0.00031741112631145,-0.00031801036947349
47,304.84000251379,304.84000251295,304.84000076445,100000000000,-0.0003174111263126,-0.00031801036947234
48,304.84000254936,304.84000254851,304.84000079549,100000000000,-0.0003174111263126,-0.00031801036947349
49,304.84000258483,304.84000258399,304.84000082674,100000000000,-0.0003174111263126,-0.00031801036947349
50,304.84000262025,304.8400026194,304.84000085821,100000000000,-0.0003174111263126,-0.00031801036947349
51,304.84000265561,304.84000265476,304.84000088987,100000000000,-0.0003174111263126,-0.00031801036947349
52,304.84000269094,304.84000269009,304.84000092172,100000000000,-0.0003174111263126,-0.00031801036947349
53,304.84000272624,304.8400027254,304.84000095375,100000000000,-0.0003174111263126,-0.00031801036947349
54,304.84000276154,304.8400027607,304.84000098595,100000000000,-0.0003174111263126,-0.00031801036947349
55,304.84000279683,304.840002796,304.84000101831,100000000000,-0.0003174111263126,-0.00031801036947234
56,304.84000283214,304.84000283131,304.84000105082,100000000000,-0.00031741112631376,-0.00031801036947234
57,304.84000286747,304.84000286664,304.84000108347,100000000000,-0.00031741112631376,-0.00031801036947234
58,304.84000290283,304.84000290201,304.84000111627,100000000000,-0.00031741112631376,-0.00031801036947349
59,304.84000293822,304.84000293741,304.84000114919,100000000000,-0.0003174111263126,-0.00031801036947349
60,304.84000297366,304.84000297286,304.84000118223,100000000000,-0.0003174111263126,-0.00031801036947349
61,304.84000300916,304.84000300836,304.8400012154,100000000000,-0.00031741112631376,-0.00031801036947349
62,304.84000304471,304.84000304393,304.84000124868,100000000000,-0.00031741112631376,-0.00031801036947349
63,304.84000308032,304.84000307955,304.84000128207,100000000000,-0.00031741112631376,-0.00031801036947349
64,304.84000311601,304.84000311524,304.84000131556,100000000000,-0.00031741112631376,-0.00031801036947349
65,304.84000315176,304.84000315101,304.84000134916,100000000000,-0.00031741112631376,-0.00031801036947349
66,304.84000318759,304.84000318685,304.84000138285,100000000000,-0.00031741112631376,-0.00031801036947349
