time,T
1.0,297.44047102606737
2.0,297.4403150139754
3.0,297.43898821506593
4.0,297.43948109190205
5.0,297.4409613642136
6.0,297.4401423948294
7.0,297.4401407857907
8.0,297.44095986393927
9.0,297.4424509389276
10.0,297.44162090487237
11.0,297.44127623136785
12.0,297.44242272667543
13.0,297.444073612781
14.0,297.44507275542963
15.0,297.445892878129
16.0,297.44591045818396
17.0,297.44607480277
18.0,297.44442787052134
19.0,297.4440817766958
20.0,297.44473512173306
21.0,297.44571770188844
22.0,297.44671603583777
23.0,297.4444101957756
24.0,297.4432650332965
25.0,297.4424462562269
26.0,297.44442391873065
27.0,297.4453876981635
28.0,297.4468587454366
29.0,297.44685905907727
30.0,297.44686015766416
31.0,297.44605154633933
32.0,297.44866880581725
33.0,297.45079690099016
34.0,297.4519686017616
35.0,297.45000093216686
36.0,297.44918292359006
37.0,297.4496799075575
38.0,297.4504996041063
39.0,297.4511517211371
40.0,297.4516435735235
41.0,297.4513172795028
42.0,297.45033635673695
43.0,297.4488618008027
44.0,297.4505155391836
45.0,297.45134454309033
46.0,297.45099961437637
47.0,297.4506574249893
48.0,297.45017292500467
49.0,297.44786313107846
50.0,297.4468790878081
51.0,297.4483508684256
52.0,297.45064163453486
53.0,297.45031738180995
54.0,297.452794437066
55.0,297.4532723201677
56.0,297.4540964192045
57.0,297.45376752734256
58.0,297.4527833600207
59.0,297.4542714783138
60.0,297.4545995586449
61.0,297.45541807590223
62.0,297.4532881521462
63.0,297.45246927390673
64.0,297.45261816622326
65.0,297.45212409201
66.0,297.4535984649588
67.0,297.4550946318348
68.0,297.4562417106159
69.0,297.45723521941966
70.0,297.4569048236866
71.0,297.4569051135742
72.0,297.4585524272562
73.0,297.46086310122035
74.0,297.45871821798977
75.0,297.45706111565573
76.0,297.45491526016446
77.0,297.45804424868896
78.0,297.45904133701464
79.0,297.46102266314915
80.0,297.46185905163713
81.0,297.46317032213096
82.0,297.4626623393558
83.0,297.46084260330343
84.0,297.46198915760976
85.0,297.4633152465347
86.0,297.4649693719637
87.0,297.4623341500056
88.0,297.45887578858344
89.0,297.4580553856714
90.0,297.45987360562805
91.0,297.462010683491
92.0,297.4620095849041
93.0,297.4621723858449
94.0,297.4613518917882
95.0,297.4613525006292
96.0,297.4600382959689
