time,T
1.0,304.25729753607203
2.0,304.25773937404097
3.0,304.25786187563267
4.0,304.2571826001491
5.0,304.25775451458077
6.0,304.25820505616326
7.0,304.2594487445348
8.0,304.25967467173433
9.0,304.25910918792766
10.0,304.2578652232007
11.0,304.2571802884554
12.0,304.2567322546764
13.0,304.2565081876817
14.0,304.25649692800516
15.0,304.25649045939116
16.0,304.2560399077579
17.0,304.2558261931973
18.0,304.2563945988031
19.0,304.2566083459974
20.0,304.2566089336514
21.0,304.2569584207715
22.0,304.25775596382573
23.0,304.25944796705966
24.0,304.2602357849825
25.0,304.25934445223567
26.0,304.2569690555203
27.0,304.25741745885017
28.0,304.258207689952
29.0,304.25933923334475
30.0,304.25774612957696
31.0,304.258539775067
32.0,304.2582034424854
33.0,304.2595618889744
34.0,304.25877517802394
35.0,304.25911227234735
36.0,304.2593382251656
37.0,304.25933157643755
38.0,304.25955621516437
39.0,304.26012099978107
40.0,304.26047033787194
41.0,304.25876240645164
42.0,304.25831180140324
43.0,304.2591092109962
44.0,304.259792525795
45.0,304.2588779220005
46.0,304.25842834349413
47.0,304.2588814848689
48.0,304.25956970586395
49.0,304.25787288825825
50.0,304.2576491047656
51.0,304.2586706443336
52.0,304.25979442591165
53.0,304.25990796212375
54.0,304.2599076253381
55.0,304.25900186981244
56.0,304.2585487284377
57.0,304.2578755430012
58.0,304.25877995826767
59.0,304.259129461178
60.0,304.2590056040224
61.0,304.25842898877596
62.0,304.2585416835615
63.0,304.25809229118283
64.0,304.25809229118283
65.0,304.258663690563
66.0,304.2593428451862
67.0,304.2591186994208
68.0,304.2595674626049
69.0,304.2592270491349
70.0,304.2590024247012
71.0,304.2582137450559
72.0,304.25798934842214
73.0,304.25741734007966
74.0,304.2579826519202
75.0,304.25797141136314
76.0,304.2579703664806
77.0,304.258092474606
78.0,304.2586546806751
79.0,304.25968024366165
80.0,304.2593438717282
81.0,304.25910741425724
82.0,304.2596715810048
83.0,304.26024601286224
84.0,304.2600202415753
85.0,304.2592302822326
86.0,304.2585452163463
87.0,304.2587741376498
88.0,304.259564961002
89.0,304.25933991373387
90.0,304.2583236902743
91.0,304.25832271000087
92.0,304.2586597729661
93.0,304.2587719434319
94.0,304.26024253846134
95.0,304.2613642433601
96.0,304.26113848098004
97.0,304.2594429104381
98.0,304.2586552341347
99.0,304.2587675463516
100.0,304.25900492124725
101.0,304.25957104139513
102.0,304.25888526825895
103.0,304.2587725705693
104.0,304.258895487002
105.0,304.25979489488316
106.0,304.2601315480316
107.0,304.26001826268794
108.0,304.25968108231564
109.0,304.25934234116244
110.0,304.25922901858866
111.0,304.2600159768124
112.0,304.26080760847196
113.0,304.2601343441332
114.0,304.2580944867442
115.0,304.2582172218754
116.0,304.26046392520084
117.0,304.26068715125456
118.0,304.2607999650766
119.0,304.26147764956414
120.0,304.26260802237687
121.0,304.26159772117717
122.0,304.2600094348168
123.0,304.25922128725495
124.0,304.2595576340627
125.0,304.25899287966104
126.0,304.26024070834
127.0,304.2605758820284
128.0,304.2606910905573
129.0,304.26046596451846
130.0,304.26114118685393
131.0,304.26022850624474
132.0,304.2588810248043
133.0,304.25955906454953
134.0,304.2601222651853
135.0,304.26023568095457
136.0,304.26000911026716
137.0,304.260918151359
138.0,304.2613677554841
139.0,304.26216876736424
140.0,304.2625050949209
141.0,304.2617143272709
142.0,304.2612642843894
143.0,304.2608174863487
144.0,304.2622874643241
145.0,304.2635238826686
146.0,304.263407020295
147.0,304.26170134228
148.0,304.2595555339535
149.0,304.26035047761303
150.0,304.2613666476574
151.0,304.2618253860925
152.0,304.2600150503493
153.0,304.25956548613607
154.0,304.26013914003283
155.0,304.26002610555753
156.0,304.259229534487
157.0,304.2606993150092
158.0,304.2618277901238
159.0,304.2618238342185
160.0,304.26035502682316
161.0,304.2601304095361
162.0,304.2608075365847
163.0,304.2606939446705
164.0,304.2608048308424
165.0,304.26080382750047
166.0,304.2608041642861
167.0,304.25910852198854
168.0,304.2597887914896
169.0,304.26092427567943
170.0,304.2620568963224
171.0,304.261490469604
172.0,304.2610303334472
173.0,304.2602388666072
174.0,304.2597849169251
175.0,304.2603475459603
176.0,304.2621573242646
177.0,304.2620479457215
178.0,304.2615983813767
179.0,304.2613723681283
180.0,304.2609232912271
181.0,304.26047098122814
182.0,304.2602419856188
183.0,304.26047716976007
184.0,304.2605926848595
185.0,304.26024447756845
186.0,304.26103240474015
187.0,304.2614846821054
188.0,304.2609110563665
189.0,304.26091081264474
190.0,304.2612594914575
191.0,304.2626074531949
192.0,304.2623793519417
193.0,304.26249185906164
194.0,304.2613801778713
195.0,304.2610304398828
196.0,304.2603419724614
197.0,304.2602365773998
198.0,304.26012167544144
199.0,304.25956202537003
200.0,304.26046677755375
201.0,304.2606953016414
202.0,304.2610336573218
203.0,304.2602395450381
204.0,304.2610253651839
205.0,304.26147646009446
206.0,304.2621569804639
207.0,304.2618196352721
208.0,304.26136705133626
209.0,304.2618153428671
210.0,304.26205246193655
211.0,304.2625056033113
212.0,304.2626202357976
213.0,304.26160661624124
214.0,304.26138247047584
215.0,304.26103379179466
216.0,304.26193631422257
217.0,304.2624996424477
218.0,304.2632851329545
219.0,304.2631718476108
220.0,304.262723286608
221.0,304.26205010117144
222.0,304.26205010117144
223.0,304.2631822160984
224.0,304.26272848706964
225.0,304.2621632054442
226.0,304.2617137513599
227.0,304.26228031982936
228.0,304.2627316726233
229.0,304.26249764453917
230.0,304.2624970871002
231.0,304.26283393068684
232.0,304.2633954822058
233.0,304.26238062922056
234.0,304.25990773905187
235.0,304.259345072655
236.0,304.26048109072224
237.0,304.2610421429231
238.0,304.26149528429784
239.0,304.26317949482126
240.0,304.26407916962427
241.0,304.2634018824841
242.0,304.26181796269213
243.0,304.2619316637237
244.0,304.2618200322248
245.0,304.2620663255162
246.0,304.26184031226774
247.0,304.26194018731127
248.0,304.2621571593135
249.0,304.26272358603194
250.0,304.26272466112954
251.0,304.2627243776275
252.0,304.2627217506558
253.0,304.26340414343355
254.0,304.2634052583114
255.0,304.2627210379626
256.0,304.2630699654549
257.0,304.26329653614226
258.0,304.2636325554997
259.0,304.26374347890174
260.0,304.26340638457833
261.0,304.2630719492019
262.0,304.26295852210717
263.0,304.26283598902563
264.0,304.26159882013314
265.0,304.2620503448932
266.0,304.26340913149977
267.0,304.2639740276524
268.0,304.2644248788412
269.0,304.2653447254168
270.0,304.26489116835415
271.0,304.26443051411024
272.0,304.26429883842815
273.0,304.2642996467355
274.0,304.26318771976617
275.0,304.26295990201504
276.0,304.2629564667361
277.0,304.26318943868034
278.0,304.2629639828708
279.0,304.263526031267
280.0,304.26307445309175
281.0,304.26330102377915
282.0,304.2629557324715
283.0,304.263961971773
284.0,304.26419083264636
285.0,304.2639677203064
286.0,304.26374003474115
287.0,304.26397576499585
288.0,304.2655699319186
289.0,304.26545664657493
290.0,304.2651059489739
291.0,304.26261983385376
292.0,304.2622835478377
293.0,304.2619372197727
294.0,304.2623871582648
295.0,304.263061010126
296.0,304.264319568553
297.0,304.26375314183457
298.0,304.2640915833006
299.0,304.263970299833
300.0,304.2645386799517
301.0,304.2645510077108
302.0,304.26454891970604
303.0,304.2645343714595
304.0,304.2635206992366
305.0,304.2631808432056
306.0,304.2643161877015
307.0,304.2645404195158
308.0,304.2643149939214
309.0,304.2632909988623
310.0,304.2635306148393
311.0,304.2635360035185
312.0,304.26500348011064
313.0,304.264549223858
314.0,304.26568176148794
315.0,304.26659045688723
316.0,304.26738230920006
317.0,304.266795918706
318.0,304.2653287740623
319.0,304.265223368457
320.0,304.2655729715778
321.0,304.26693239570204
322.0,304.26624904748786
323.0,304.265449605724
324.0,304.2642034669434
325.0,304.26351906542465
326.0,304.26464635403727
327.0,304.26476078447394
328.0,304.26476271225556
329.0,304.2644232719124
330.0,304.26499542291924
331.0,304.26386015210454
332.0,304.26465200441737
333.0,304.26600908043207
334.0,304.2657911050879
335.0,304.26466478542324
336.0,304.26307034165944
337.0,304.2634121439442
338.0,304.263513642749
339.0,304.2632993939495
340.0,304.2626196818874
341.0,304.26398074020784
342.0,304.26545605494164
343.0,304.2662462906398
344.0,304.26691906727183
345.0,304.26680495055234
346.0,304.2664678562289
347.0,304.26601910909835
348.0,304.2668121065041
349.0,304.26636287192997
350.0,304.2663622914226
351.0,304.2662486692932
352.0,304.26601236730636
353.0,304.2650987458426
354.0,304.2647714846578
355.0,304.2663475350475
356.0,304.26713955932644
357.0,304.2672613155912
358.0,304.2668087085869
359.0,304.26590323414473
360.0,304.2653291855714
361.0,304.2653287698834
362.0,304.26556530844545
363.0,304.26681380149194
364.0,304.26715268439614
365.0,304.26726431589503
366.0,304.26624291106305
367.0,304.26680933778147
368.0,304.26623646451617
369.0,304.2667994144151
370.0,304.26737203694364
371.0,304.267362203312
372.0,304.2661199570388
373.0,304.26487233755614
374.0,304.2657831328348
375.0,304.266801555835
376.0,304.2678235847722
377.0,304.26714417928065
378.0,304.26590423748667
379.0,304.26510685938354
380.0,304.2655600007583
381.0,304.26567291563777
382.0,304.2658967086956
383.0,304.26578342335193
384.0,304.26635713513963
385.0,304.2662437080449
386.0,304.26567842641947
387.0,304.26522767962
388.0,304.26568235156054
389.0,304.2666955020139
390.0,304.26862968955743
391.0,304.2690818578053
392.0,304.2683843375491
393.0,304.26668589631373
394.0,304.2660073293446
395.0,304.26680524768926
396.0,304.2673770668683
397.0,304.2672632426893
398.0,304.267026876225
399.0,304.2675933029434
400.0,304.26884045077287
401.0,304.268265932735
402.0,304.2677040863885
403.0,304.2676070422581
404.0,304.2678261324802
405.0,304.26759373644694
406.0,304.26804190088137
407.0,304.2670296715024
408.0,304.26783630667876
409.0,304.2676031195356
410.0,304.2688458230372
411.0,304.268504104195
412.0,304.26838859866075
413.0,304.2674891864691
414.0,304.2688336929836
415.0,304.2682692125189
416.0,304.2674827186702
417.0,304.2669199105223
418.0,304.26725862146037
419.0,304.26725601997583
420.0,304.2672581079806
421.0,304.26827046873024
422.0,304.2683934792053
423.0,304.2678280256137
424.0,304.2663595759835
425.0,304.26794442530456
426.0,304.2686220191469
427.0,304.26974661052935
428.0,304.26963684155567
429.0,304.27020038534755
430.0,304.2699867171871
431.0,304.2690700790301
432.0,304.2684951209604
433.0,304.26860543350836
434.0,304.2695220716654
435.0,304.2697498712075
436.0,304.26997482295155
437.0,304.2694113599904
438.0,304.2697479343737
439.0,304.2694080783426
440.0,304.26997699964886
441.0,304.26895178144156
442.0,304.27032367919315
443.0,304.27099983644683
444.0,304.2719066690911
445.0,304.27099020290024
446.0,304.2705303801637
447.0,304.26985358748215
448.0,304.26895473272947
449.0,304.26782870789236
450.0,304.268621533332
451.0,304.2699811583294
452.0,304.26963364973534
453.0,304.2688475228874
454.0,304.266914972386
455.0,304.2671395968197
456.0,304.26838570074517
457.0,304.2704315195245
458.0,304.271108312206
459.0,304.27020774331
460.0,304.26918509856085
461.0,304.2698727038784
462.0,304.2705471270433
463.0,304.27041806321887
464.0,304.26962908874606
465.0,304.26996753047524
466.0,304.27133616491403
467.0,304.27179498528716
468.0,304.27044346486025
469.0,304.26941468645254
470.0,304.2705521308278
471.0,304.27156838692105
472.0,304.2722579456389
473.0,304.2721328879179
474.0,304.2720176563205
475.0,304.272590731767
476.0,304.2728165959862
477.0,304.27293199954977
478.0,304.2725954928804
479.0,304.27270683197037
480.0,304.27224557506383
481.0,304.27259578417363
482.0,304.2728233279879
483.0,304.27282447308085
484.0,304.2719147441245
485.0,304.27134797347384
486.0,304.27089482443944
487.0,304.2715792393373
488.0,304.2725896466867
489.0,304.2749769039346
490.0,304.2746380210304
491.0,304.27326797679814
492.0,304.27315491925435
493.0,304.27418352569595
494.0,304.2746318358304
495.0,304.27452066155996
496.0,304.2739611053994
497.0,304.2747617060565
498.0,304.2743095378086
499.0,304.2741817046186
500.0,304.27315416424995
501.0,304.27350364918124
502.0,304.2736081013311
503.0,304.272575518561
504.0,304.2722467045889
505.0,304.2720312330689
506.0,304.2733911840195
507.0,304.27429281209123
508.0,304.2757698864862
509.0,304.2754327778696
510.0,304.2740683475193
511.0,304.27326904058964
512.0,304.2740597478095
513.0,304.27508386961097
514.0,304.27519520870095
515.0,304.2750825110113
516.0,304.2754214400525
517.0,304.27530895586955
518.0,304.2756572370662
519.0,304.27690626461464
520.0,304.27781174620344
521.0,304.2768993167313
522.0,304.2753123794055
523.0,304.27418812927345
