Time,In_column_Top
222,302.496
223,302.496
224,302.49
225,302.489
226,302.488
227,302.486
228,302.486
229,302.487
230,302.488
231,302.488
232,302.485
233,302.484
234,302.486
235,302.499
236,302.499
237,302.492
238,302.483
239,302.483
240,302.479
241,302.478
242,302.479
243,302.5021
244,302.5021
245,302.498
246,302.493
247,302.493
248,302.475
249,302.468
250,302.468
251,302.495
252,302.495
253,302.488
254,302.471
255,302.471
256,302.492
257,302.5061
258,302.5061
259,302.5
260,302.499
261,302.501
262,302.5121
263,302.5121
264,302.5221
265,302.5301
266,302.5301
267,302.5371
268,302.5381
269,302.5391
270,302.5461
271,302.5461
272,302.5581
273,302.5712
274,302.5712
275,302.5892
276,302.5952
277,302.5962
278,302.6102
279,302.6102
280,302.6182
281,302.6293
282,302.6293
283,302.6583
284,302.6703
285,302.6713
286,302.6904
287,302.6904
288,302.6974
289,302.7144
290,302.7144
291,302.7415
292,302.7555
293,302.7555
294,302.8016
295,302.8016
296,302.8196
297,302.8777
298,302.8777
299,302.9047
300,302.9238
301,302.9238
302,302.9588
303,302.9638
304,302.9719
305,303.0049
306,303.0049
307,303.034
308,303.062
309,303.062
310,303.085
311,303.0901
312,303.0981
313,303.1562
314,303.1562
315,303.1872
316,303.2283
317,303.2283
318,303.2664
319,303.2794
320,303.2814
321,303.3134
322,303.3134
323,303.3585
324,303.4326
325,303.4326
326,303.4857
327,303.5148
328,303.5148
329,303.5679
330,303.5679
331,303.5889
332,303.654
333,303.654
334,303.6951
335,303.7231
336,303.7231
337,303.7652
338,303.7712
339,303.7883
340,303.8423
341,303.8423
342,303.8664
343,303.8914
344,303.8914
345,303.9565
346,303.9706
347,303.9766
348,304.0197
349,304.0197
350,304.0487
351,304.0777
352,304.0777
353,304.1659
354,304.1859
355,304.1919
356,304.2711
357,304.2711
358,304.2911
359,304.3202
360,304.3202
361,304.3743
362,304.3993
363,304.3993
364,304.4684
365,304.4684
366,304.4905
367,304.5375
368,304.5375
369,304.5696
370,304.5896
371,304.5896
372,304.6618
373,304.6668
374,304.6768
375,304.7068
376,304.7068
377,304.7389
378,304.7619
379,304.7619
380,304.79
381,304.794
382,304.799
383,304.825
384,304.825
385,304.8621
386,304.9002
387,304.9002
388,304.9462
389,304.9563
390,304.9553
391,304.9472
392,304.9472
393,304.9783
394,305.0234
395,305.0234
396,305.0434
397,305.0514
398,305.0534
399,305.0925
400,305.0925
401,305.1045
402,305.1316
403,305.1316
404,305.1616
405,305.1746
406,305.1746
407,305.1997
408,305.1997
409,305.2097
410,305.2437
411,305.2437
412,305.2458
413,305.2468
414,305.2468
415,305.3309
416,305.3369
417,305.3399
418,305.3479
419,305.3479
420,305.369
421,305.386
422,305.386
423,305.4261
424,305.4341
425,305.4381
426,305.4681
427,305.4681
428,305.4771
429,305.4872
430,305.4872
431,305.5302
432,305.5443
433,305.5463
434,305.5823
435,305.5823
436,305.5933
437,305.6124
438,305.6124
439,305.6334
440,305.6424
441,305.6424
442,305.6825
443,305.6825
444,305.6925
445,305.7136
446,305.7136
447,305.7266
448,305.7346
449,305.7346
450,305.7546
451,305.7556
452,305.7606
453,305.7777
454,305.7777
455,305.7877
456,305.7957
457,305.7957
458,305.8237
459,305.8298
460,305.8318
461,305.8398
462,305.8398
463,305.8498
464,305.8618
465,305.8618
466,305.8838
467,305.8889
468,305.8919
469,305.9159
470,305.9159
471,305.9329
472,305.958
473,305.958
474,305.9389
475,305.9329
476,305.9349
477,305.968
478,305.968
479,305.969
480,305.97
481,305.97
482,305.983
483,305.99
484,305.99
485,305.997
486,305.997
487,306.0051
488,306.0231
489,306.0231
490,306.0521
491,306.0692
492,306.0692
493,306.0842
494,306.0862
495,306.0982
496,306.1333
497,306.1333
498,306.1473
499,306.1603
500,306.1603
501,306.1844
502,306.1894
503,306.1904
504,306.1984
505,306.1984
506,306.1994
507,306.2004
508,306.2004
509,306.2104
510,306.2134
511,306.2134
512,306.2144
513,306.2144
514,306.2144
515,306.2154
516,306.2154
517,306.2415
518,306.2535
519,306.2535
520,306.2385
521,306.2385
522,306.2354
523,306.2294
524,306.2294
525,306.2374
526,306.2425
527,306.2425
528,306.2525
529,306.2525
530,306.2495
531,306.2385
532,306.2385
533,306.2525
534,306.2635
535,306.2635
536,306.2725
537,306.2735
538,306.2785
539,306.3016
540,306.3016
541,306.3096
542,306.3176
543,306.3176
544,306.3236
545,306.3256
546,306.3296
547,306.3577
548,306.3577
549,306.3607
550,306.3657
551,306.3657
552,306.3727
553,306.3747
554,306.3747
555,306.3887
556,306.3887
557,306.3917
558,306.3977
559,306.3977
560,306.3997
561,306.4007
562,306.4007
563,306.4528
564,306.4558
565,306.4578
566,306.4628
567,306.4628
568,306.4789
569,306.4919
570,306.4919
571,306.5189
572,306.5229
573,306.5269
574,306.544
575,306.544
576,306.564
577,306.584
578,306.584
579,306.6041
580,306.6081
581,306.6081
582,306.6091
583,306.6091
584,306.6191
585,306.6331
586,306.6331
587,306.6582
588,306.6682
589,306.6692
590,306.6832
591,306.6832
592,306.6972
593,306.7193
594,306.7193
595,306.7343
596,306.7403
597,306.7403
598,306.7553
599,306.7553
600,306.7603
601,306.7714
602,306.7714
603,306.7674
604,306.7644
605,306.7644
606,306.7814
607,306.7834
608,306.7944
609,306.8255
610,306.8255
611,306.8214
612,306.8174
613,306.8174
614,306.8465
615,306.8525
616,306.8535
617,306.8595
618,306.8595
619,306.8625
620,306.8655
621,306.8655
622,306.8775
623,306.8816
624,306.8836
625,306.9176
626,306.9176
627,306.9246
628,306.9346
629,306.9346
630,306.9487
631,306.9547
632,306.9547
633,306.9597
634,306.9597
635,306.9607
636,306.9627
637,306.9627
638,306.9807
639,306.9907
640,306.9907
641,307.0048
642,307.0058
643,307.0078
644,307.0158
645,307.0158
646,307.0168
647,307.0168
648,307.0168
649,307.0348
650,307.0378
651,307.0428
652,307.0669
653,307.0669
654,307.0709
655,307.0739
656,307.0739
657,307.0789
658,307.0799
659,307.0809
660,307.0889
661,307.0889
662,307.0969
663,307.1089
664,307.1089
665,307.119
666,307.123
667,307.123
668,307.134
669,307.134
670,307.14
671,307.154
672,307.154
673,307.162
674,307.166
675,307.166
676,307.1811
677,307.1821
678,307.1861
679,307.1961
680,307.1961
681,307.2061
682,307.2131
683,307.2131
684,307.2342
685,307.2352
686,307.2362
687,307.2412
688,307.2412
689,307.2462
690,307.2522
691,307.2522
692,307.2552
693,307.2562
694,307.2612
695,307.3023
696,307.3023
697,307.2882
698,307.2722
699,307.2722
700,307.3053
701,307.3153
702,307.3143
703,307.3033
704,307.3033
705,307.3183
706,307.3403
707,307.3403
708,307.3484
709,307.3514
710,307.3514
711,307.3463
712,307.3463
713,307.3524
714,307.3664
715,307.3664
716,307.3784
717,307.3844
718,307.3844
719,307.3934
720,307.3944
721,307.3974
722,307.4085
723,307.4085
724,307.4115
725,307.4135
726,307.4135
727,307.4205
728,307.4215
729,307.4245
730,307.4405
731,307.4405
732,307.4395
733,307.4385
734,307.4385
735,307.4515
736,307.4555
737,307.4565
738,307.4766
739,307.4766
740,307.4746
741,307.4706
742,307.4706
743,307.4776
744,307.4796
745,307.4806
746,307.5006
747,307.5006
748,307.5026
749,307.5076
750,307.5076
751,307.5136
752,307.5166
753,307.5166
754,307.5166
755,307.5166
756,307.5166
757,307.5176
758,307.5176
759,307.5176
760,307.5176
761,307.5176
762,307.5397
763,307.5417
764,307.5417
765,307.5437
766,307.5437
767,307.5437
768,307.5437
769,307.5437
770,307.5617
771,307.5657
772,307.5647
773,307.5577
774,307.5577
775,307.5577
776,307.5577
777,307.5577
778,307.5627
779,307.5637
780,307.5637
781,307.5667
782,307.5667
783,307.5687
784,307.5717
785,307.5717
786,307.5697
787,307.5687
788,307.5687
789,307.5727
790,307.5727
791,307.5757
792,307.5838
793,307.5838
794,307.5828
795,307.5818
796,307.5818
797,307.5858
798,307.5858
799,307.5868
800,307.5888
801,307.5888
802,307.5958
803,307.6018
804,307.6018
805,307.5998
806,307.5998
807,307.6008
808,307.6028
809,307.6028
810,307.6088
811,307.6148
812,307.6148
813,307.6198
814,307.6208
815,307.6208
816,307.6178
817,307.6178
818,307.6238
819,307.6318
820,307.6318
821,307.6338
822,307.6338
823,307.6338
824,307.6338
825,307.6338
826,307.6419
827,307.6539
828,307.6539
829,307.6549
830,307.6549
831,307.6549
832,307.6699
833,307.6709
834,307.6719
835,307.6729
836,307.6729
837,307.6719
838,307.6719
839,307.6719
840,307.6769
841,307.6779
842,307.6799
843,307.6879
844,307.6879
845,307.6889
846,307.6909
847,307.6909
848,307.6949
849,307.6959
850,307.6949
851,307.6909
852,307.6909
853,307.698
854,307.705
855,307.705
856,307.709
857,307.71
858,307.71
859,307.714
860,307.714
861,307.716
862,307.719
863,307.719
864,307.718
865,307.718
866,307.718
867,307.717
868,307.717
869,307.725
870,307.741
871,307.741
872,307.736
873,307.733
874,307.733
875,307.738
876,307.739
877,307.74
878,307.743
879,307.743
880,307.745
881,307.747
882,307.747
883,307.747
884,307.747
885,307.747
886,307.746
887,307.746
888,307.75
889,307.755
890,307.755
891,307.7611
892,307.7631
893,307.7651
894,307.7781
895,307.7781
896,307.7761
897,307.7741
898,307.7741
899,307.7711
900,307.7701
901,307.7701
902,307.7681
903,307.7681
904,307.7711
905,307.7751
906,307.7751
907,307.7711
908,307.7691
909,307.7691
910,307.7751
911,307.7751
912,307.7751
913,307.7761
914,307.7761
915,307.7751
916,307.7741
917,307.7741
918,307.7851
919,307.7861
920,307.7861
921,307.7841
922,307.7841
923,307.7851
924,307.7861
925,307.7861
926,307.7871
927,307.7871
928,307.7861
929,307.7821
930,307.7821
931,307.7881
932,307.7951
933,307.7951
934,307.8061
935,307.8091
936,307.8091
937,307.8021
938,307.8021
939,307.8031
940,307.8041
941,307.8041
942,307.8031
943,307.8031
944,307.8031
945,307.8172
946,307.8172
947,307.8172
948,307.8182
949,307.8182
950,307.8131
951,307.8101
952,307.8101
953,307.8131
954,307.8131
955,307.8152
956,307.8232
957,307.8232
958,307.8152
959,307.8071
960,307.8071
961,307.8202
962,307.8222
963,307.8232
964,307.8262
965,307.8262
966,307.8262
967,307.8252
968,307.8252
969,307.8382
970,307.8422
971,307.8412
972,307.8332
973,307.8332
974,307.8342
975,307.8352
976,307.8352
977,307.8412
978,307.8432
979,307.8432
980,307.8302
981,307.8302
982,307.8352
983,307.8462
984,307.8462
985,307.8422
986,307.8402
987,307.8402
988,307.8512
989,307.8522
990,307.8512
991,307.8462
992,307.8462
993,307.8452
994,307.8452
995,307.8452
996,307.8472
997,307.8472
998,307.8502
999,307.8612
1000,307.8612
1001,307.8562
1002,307.8512
1003,307.8512
1004,307.8642
1005,307.8672
1006,307.8652
1007,307.8502
1008,307.8502
1009,307.8572
1010,307.8682
1011,307.8682
1012,307.8612
1013,307.8582
1014,307.8582
1015,307.8612
1016,307.8612
1017,307.8662
1018,307.8753
1019,307.8753
1020,307.8702
1021,307.8682
1022,307.8682
1023,307.8692
1024,307.8692
1025,307.8652
1026,307.8532
1027,307.8532
1028,307.8662
1029,307.8753
1030,307.8753
1031,307.8833
1032,307.8833
1033,307.8803
1034,307.8702
1035,307.8702
1036,307.8773
1037,307.8833
1038,307.8833
1039,307.8833
1040,307.8833
1041,307.8843
1042,307.8903
1043,307.8903
1044,307.8923
1045,307.8953
1046,307.8953
1047,307.8923
1048,307.8913
1049,307.8923
1050,307.9003
1051,307.9003
1052,307.9073
1053,307.9183
1054,307.9183
1055,307.9153
1056,307.9143
1057,307.9143
1058,307.8853
1059,307.8853
1060,307.8883
1061,307.8953
1062,307.8953
1063,307.9053
1064,307.9113
1065,307.9113
1066,307.9073
1067,307.9073
1068,307.9083
1069,307.9113
1070,307.9113
1071,307.9083
1072,307.9053
1073,307.9053
1074,307.9133
1075,307.9143
1076,307.9133
1077,307.9073
1078,307.9073
1079,307.9063
1080,307.9043
1081,307.9043
1082,307.9073
1083,307.9083
1084,307.9093
1085,307.9203
1086,307.9203
1087,307.9123
1088,307.9003
1089,307.9003
1090,307.9073
1091,307.9093
1092,307.9103
1093,307.9193
1094,307.9193
1095,307.9163
1096,307.9123
1097,307.9123
1098,307.9083
1099,307.9063
1100,307.9063
1101,307.9163
1102,307.9173
1103,307.9153
1104,307.9093
1105,307.9093
1106,307.9263
1107,307.9374
1108,307.9374
1109,307.9213
1110,307.9193
1111,307.9203
1112,307.9263
1113,307.9263
1114,307.9243
1115,307.9223
1116,307.9223
1117,307.9233
1118,307.9233
1119,307.9233
1120,307.9263
1121,307.9263
1122,307.9273
1123,307.9293
1124,307.9293
1125,307.9203
1126,307.9173
1127,307.9173
1128,307.9173
1129,307.9173
1130,307.9213
1131,307.9273
1132,307.9273
1133,307.9293
1134,307.9303
1135,307.9303
1136,307.9283
1137,307.9283
1138,307.9253
1139,307.9183
1140,307.9183
1141,307.9143
1142,307.9123
1143,307.9123
1144,307.9023
1145,307.9013
1146,307.9033
1147,307.9123
1148,307.9123
1149,307.9193
1150,307.9253
1151,307.9253
1152,307.9233
1153,307.9223
1154,307.9213
1155,307.9173
1156,307.9173
1157,307.9203
1158,307.9243
1159,307.9243
1160,307.9183
1161,307.9173
1162,307.9173
1163,307.9193
1164,307.9193
1165,307.9213
1166,307.9233
1167,307.9233
1168,307.9293
1169,307.9324
1170,307.9324
1171,307.9213
1172,307.9213
1173,307.9203
1174,307.9183
1175,307.9183
1176,307.9173
1177,307.9163
1178,307.9163
1179,307.9203
1180,307.9203
1181,307.9213
1182,307.9233
1183,307.9233
1184,307.9253
1185,307.9263
1186,307.9263
1187,307.9143
1188,307.9123
1189,307.9153
1190,307.9293
1191,307.9293
1192,307.9334
1193,307.9374
1194,307.9374
1195,307.9213
1196,307.9183
1197,307.9203
1198,307.9364
1199,307.9364
1200,307.9364
1201,307.9364
1202,307.9364
1203,307.9303
1204,307.9283
1205,307.9283
1206,307.9133
1207,307.9133
1208,307.9193
1209,307.9303
1210,307.9303
1211,307.9213
1212,307.9183
1213,307.9183
1214,307.9263
1215,307.9263
1216,307.9223
1217,307.9133
1218,307.9133
1219,307.9183
1220,307.9223
1221,307.9223
1222,307.9203
1223,307.9203
1224,307.9203
1225,307.9183
1226,307.9183
1227,307.9223
1228,307.9273
1229,307.9273
1230,307.9434
1231,307.9454
1232,307.9444
1233,307.9384
1234,307.9384
1235,307.9334
1236,307.9263
1237,307.9263
1238,307.9203
1239,307.9183
1240,307.9183
1241,307.9223
1242,307.9223
1243,307.9273
1244,307.9344
1245,307.9344
1246,307.9273
1247,307.9243
1248,307.9243
1249,307.9243
1250,307.9243
1251,307.9243
1252,307.9233
1253,307.9233
1254,307.9253
1255,307.9263
1256,307.9263
1257,307.9213
1258,307.9213
1259,307.9213
1260,307.9203
1261,307.9203
1262,307.9263
1263,307.9314
1264,307.9314
1265,307.9273
1266,307.9263
1267,307.9273
1268,307.9303
1269,307.9303
1270,307.9203
1271,307.9123
1272,307.9123
1273,307.9233
1274,307.9253
1275,307.9263
1276,307.9324
1277,307.9324
1278,307.9303
1279,307.9273
1280,307.9273
1281,307.9203
1282,307.9173
1283,307.9183
1284,307.9283
1285,307.9283
1286,307.9324
1287,307.9384
1288,307.9384
1289,307.9324
1290,307.9283
1291,307.9283
1292,307.9384
1293,307.9394
1294,307.9374
1295,307.9324
1296,307.9324
1297,307.9263
1298,307.9223
1299,307.9223
1300,307.9384
1301,307.9394
1302,307.9344
1303,307.9153
1304,307.9153
1305,307.9243
1306,307.9354
1307,307.9354
1308,307.9324
1309,307.9314
1310,307.9303
1311,307.9253
1312,307.9253
1313,307.9273
1314,307.9303
1315,307.9303
1316,307.9374
1317,307.9404
1318,307.9394
1319,307.9293
1320,307.9293
1321,307.9314
1322,307.9344
1323,307.9344
1324,307.9394
1325,307.9404
1326,307.9404
1327,307.9364
1328,307.9364
1329,307.9384
1330,307.9424
1331,307.9424
1332,307.9364
1333,307.9314
1334,307.9314
1335,307.9283
1336,307.9283
1337,307.9263
1338,307.9213
1339,307.9213
1340,307.9314
1341,307.9394
1342,307.9394
1343,307.9344
1344,307.9334
1345,307.9334
1346,307.9354
1347,307.9354
1348,307.9354
1349,307.9344
1350,307.9344
1351,307.9283
1352,307.9263
1353,307.9273
1354,307.9374
1355,307.9374
1356,307.9404
1357,307.9444
1358,307.9444
1359,307.9303
1360,307.9253
1361,307.9253
1362,307.9344
1363,307.9344
1364,307.9324
1365,307.9293
1366,307.9293
1367,307.9324
1368,307.9334
1369,307.9334
1370,307.9414
1371,307.9424
1372,307.9384
1373,307.9293
1374,307.9293
1375,307.9273
1376,307.9263
1377,307.9263
1378,307.9314
1379,307.9314
1380,307.9324
1381,307.9394
1382,307.9394
1383,307.9364
1384,307.9334
1385,307.9334
1386,307.9293
1387,307.9283
1388,307.9303
1389,307.9424
1390,307.9424
1391,307.9374
1392,307.9293
1393,307.9293
1394,307.9504
1395,307.9574
1396,307.9564
1397,307.9344
1398,307.9344
1399,307.9314
1400,307.9253
1401,307.9253
1402,307.9364
1403,307.9414
1404,307.9414
1405,307.9314
1406,307.9314
1407,307.9293
1408,307.9233
1409,307.9233
1410,307.9324
1411,307.9374
1412,307.9374
1413,307.9273
1414,307.9263
1415,307.9283
1416,307.9354
1417,307.9354
1418,307.9334
1419,307.9324
1420,307.9324
1421,307.9213
1422,307.9193
1423,307.9213
1424,307.9283
1425,307.9283
1426,307.9314
1427,307.9354
1428,307.9354
1429,307.9374
1430,307.9374
1431,307.9364
1432,307.9293
1433,307.9293
1434,307.9283
1435,307.9273
1436,307.9273
1437,307.9334
1438,307.9354
1439,307.9354
1440,307.9424
1441,307.9424
1442,307.9394
1443,307.9344
1444,307.9344
1445,307.9424
1446,307.9464
1447,307.9464
1448,307.9364
1449,307.9364
1450,307.9374
1451,307.9404
1452,307.9404
1453,307.9404
1454,307.9404
1455,307.9404
1456,307.9293
1457,307.9273
1458,307.9283
1459,307.9314
1460,307.9314
1461,307.9344
1462,307.9374
1463,307.9374
1464,307.9384
1465,307.9384
1466,307.9394
1467,307.9474
1468,307.9474
1469,307.9414
1470,307.9344
1471,307.9344
1472,307.9384
1473,307.9394
1474,307.9384
1475,307.9233
1476,307.9233
1477,307.9283
1478,307.9374
1479,307.9374
1480,307.9334
1481,307.9314
1482,307.9314
1483,307.9384
1484,307.9384
1485,307.9364
1486,307.9314
1487,307.9314
1488,307.9334
1489,307.9354
1490,307.9354
1491,307.9344
1492,307.9344
1493,307.9344
1494,307.9354
1495,307.9354
1496,307.9344
1497,307.9344
1498,307.9344
1499,307.9324
1500,307.9324
1501,307.9334
1502,307.9354
1503,307.9354
1504,307.9364
1505,307.9374
1506,307.9374
1507,307.9324
1508,307.9303
1509,307.9314
1510,307.9374
1511,307.9374
1512,307.9314
1513,307.9203
1514,307.9203
1515,307.9344
1516,307.9404
1517,307.9404
1518,307.9273
1519,307.9273
1520,307.9283
1521,307.9293
1522,307.9293
1523,307.9293
1524,307.9293
1525,307.9293
1526,307.9404
1527,307.9404
1528,307.9374
1529,307.9283
1530,307.9283
1531,307.9263
1532,307.9253
1533,307.9253
1534,307.9263
1535,307.9263
1536,307.9283
1537,307.9374
1538,307.9374
1539,307.9324
1540,307.9263
1541,307.9263
1542,307.9283
1543,307.9283
1544,307.9283
1545,307.9253
1546,307.9253
1547,307.9293
1548,307.9354
1549,307.9354
1550,307.9314
1551,307.9293
1552,307.9293
1553,307.9324
1554,307.9324
1555,307.9324
1556,307.9324
1557,307.9324
1558,307.9314
1559,307.9314
1560,307.9314
1561,307.9384
1562,307.9384
1563,307.9354
1564,307.9273
1565,307.9273
1566,307.9293
1567,307.9303
1568,307.9303
1569,307.9303
1570,307.9303
1571,307.9293
1572,307.9263
1573,307.9263
1574,307.9263
1575,307.9263
1576,307.9263
1577,307.9334
1578,307.9354
1579,307.9334
1580,307.9223
1581,307.9223
1582,307.9233
1583,307.9253
1584,307.9253
1585,307.9203
1586,307.9193
1587,307.9193
1588,307.9233
1589,307.9233
1590,307.9223
1591,307.9213
1592,307.9213
1593,307.9243
1594,307.9263
1595,307.9263
1596,307.9324
1597,307.9324
1598,307.9344
1599,307.9384
1600,307.9384
1601,307.9364
1602,307.9354
1603,307.9354
1604,307.9324
1605,307.9324
1606,307.9303
1607,307.9223
1608,307.9223
1609,307.9243
1610,307.9253
1611,307.9253
1612,307.9283
1613,307.9283
1614,307.9283
1615,307.9273
1616,307.9273
1617,307.9243
1618,307.9203
1619,307.9203
1620,307.9203
1621,307.9203
1622,307.9193
1623,307.9113
1624,307.9113
1625,307.9133
1626,307.9153
1627,307.9153
1628,307.9203
1629,307.9213
1630,307.9213
1631,307.9223
1632,307.9223
1633,307.9193
1634,307.9143
1635,307.9143
1636,307.9153
1637,307.9163
1638,307.9163
1639,307.9203
1640,307.9203
1641,307.9203
1642,307.9203
1643,307.9203
1644,307.9163
1645,307.9143
1646,307.9143
1647,307.9143
1648,307.9143
1649,307.9123
1650,307.9043
1651,307.9043
1652,307.9063
1653,307.9083
1654,307.9083
1655,307.9073
1656,307.9073
1657,307.9083
1658,307.9133
1659,307.9133
1660,307.9133
1661,307.9143
1662,307.9143
1663,307.9163
1664,307.9163
1665,307.9163
1666,307.9113
1667,307.9113
1668,307.9113
1669,307.9113
1670,307.9113
1671,307.9133
1672,307.9143
1673,307.9143
1674,307.9173
1675,307.9173
1676,307.9153
1677,307.9113
1678,307.9113
1679,307.9073
1680,307.9053
1681,307.9053
1682,307.9163
1683,307.9173
1684,307.9173
1685,307.9173
1686,307.9173
1687,307.9133
1688,307.9103
1689,307.9103
1690,307.9123
1691,307.9123
1692,307.9113
1693,307.9093
1694,307.9093
1695,307.9063
1696,307.9033
1697,307.9033
1698,307.9123
1699,307.9153
1700,307.9153
1701,307.9073
1702,307.9073
1703,307.9083
1704,307.9103
1705,307.9103
1706,307.9033
1707,307.9003
1708,307.9003
1709,307.9223
1710,307.9223
1711,307.9193
1712,307.9123
1713,307.9123
1714,307.9093
1715,307.9083
1716,307.9083
1717,307.9083
1718,307.9083
1719,307.9113
1720,307.9183
1721,307.9183
1722,307.9103
1723,307.9033
1724,307.9033
1725,307.9003
1726,307.9003
1727,307.8993
1728,307.8963
1729,307.8963
1730,307.9023
1731,307.9093
1732,307.9093
1733,307.9073
1734,307.9063
1735,307.9063
1736,307.9033
1737,307.9033
1738,307.9033
1739,307.9023
1740,307.9023
1741,307.8993
1742,307.8983
1743,307.8983
1744,307.9053
1745,307.9053
1746,307.9033
1747,307.9003
1748,307.9003
1749,307.9023
1750,307.9033
1751,307.9033
1752,307.9023
1753,307.9023
1754,307.9033
1755,307.9053
1756,307.9053
1757,307.9033
1758,307.9023
1759,307.9023
1760,307.8923
1761,307.8913
1762,307.8913
1763,307.8923
1764,307.8923
1765,307.8953
1766,307.8983
1767,307.8983
1768,307.8933
1769,307.8923
1770,307.8923
1771,307.8883
1772,307.8883
1773,307.8943
1774,307.9013
1775,307.9013
1776,307.8993
1777,307.8993
1778,307.8993
1779,307.8983
1780,307.8983
1781,307.8943
1782,307.8883
1783,307.8883
1784,307.8933
1785,307.8953
1786,307.8953
1787,307.8983
1788,307.8983
1789,307.8943
1790,307.8863
1791,307.8863
1792,307.8873
1793,307.8873
1794,307.8873
1795,307.8943
1796,307.8953
1797,307.8943
1798,307.8923
1799,307.8923
1800,307.8883
1801,307.8853
1802,307.8853
1803,307.8883
1804,307.8883
1805,307.8883
1806,307.8893
1807,307.8893
1808,307.8883
1809,307.8873
1810,307.8873
1811,307.8803
1812,307.8793
1813,307.8813
1814,307.8933
1815,307.8933
1816,307.8913
1817,307.8893
1818,307.8893
1819,307.8833
1820,307.8803
1821,307.8803
1822,307.8883
1823,307.8883
1824,307.8863
1825,307.8823
1826,307.8823
1827,307.8873
1828,307.8893
1829,307.8893
1830,307.8783
1831,307.8773
1832,307.8773
1833,307.8783
1834,307.8783
1835,307.8783
1836,307.8783
1837,307.8783
1838,307.8803
1839,307.8803
1840,307.8823
1841,307.8893
1842,307.8893
1843,307.8873
1844,307.8863
1845,307.8863
1846,307.8903
1847,307.8913
1848,307.8903
1849,307.8813
1850,307.8813
1851,307.8823
1852,307.8843
1853,307.8843
1854,307.8833
1855,307.8833
1856,307.8833
1857,307.8773
1858,307.8773
1859,307.8783
1860,307.8813
1861,307.8813
1862,307.8833
1863,307.8843
1864,307.8843
1865,307.8682
1866,307.8682
1867,307.8712
1868,307.8773
1869,307.8773
1870,307.8793
1871,307.8803
1872,307.8803
1873,307.8863
1874,307.8873
1875,307.8823
1876,307.8662
1877,307.8662
1878,307.8692
1879,307.8722
1880,307.8722
1881,307.8672
1882,307.8662
1883,307.8692
1884,307.8843
1885,307.8843
1886,307.8753
1887,307.8652
1888,307.8652
1889,307.8702
1890,307.8722
1891,307.8722
1892,307.8702
1893,307.8702
1894,307.8702
1895,307.8692
