Time,In_column_Top
0,297.244
1,297.244
2,297.246
3,297.247
4,297.247
5,297.242
6,297.242
7,297.242
8,297.241
9,297.241
10,297.244
11,297.246
12,297.246
13,297.246
14,297.246
15,297.2501
16,297.2631
17,297.2631
18,297.2681
19,297.2721
20,297.2721
21,297.247
22,297.243
23,297.244
24,297.2501
25,297.2501
26,297.247
27,297.243
28,297.243
29,297.245
30,297.246
31,297.246
32,297.2521
33,297.2521
34,297.2511
35,297.2501
36,297.2501
37,297.244
38,297.242
39,297.243
40,297.2591
41,297.2591
42,297.2581
43,297.2551
44,297.2551
45,297.2581
46,297.2601
47,297.2601
48,297.2491
49,297.2481
50,297.2501
51,297.2541
52,297.2541
53,297.2501
54,297.247
55,297.247
56,297.246
57,297.246
58,297.2501
59,297.2621
60,297.2621
61,297.2611
62,297.2601
63,297.2601
64,297.2521
65,297.2501
66,297.2521
67,297.2591
68,297.2591
69,297.2611
70,297.2631
71,297.2631
72,297.2621
73,297.2621
74,297.2621
75,297.2601
76,297.2601
77,297.2591
78,297.2571
79,297.2571
80,297.2501
81,297.247
82,297.247
83,297.2651
84,297.2651
85,297.2621
86,297.2541
87,297.2541
88,297.2651
89,297.2721
90,297.2721
91,297.2511
92,297.2481
93,297.2511
94,297.2591
95,297.2591
96,297.2611
97,297.2631
98,297.2631
99,297.2601
100,297.2591
101,297.2591
102,297.2581
103,297.2581
104,297.2611
105,297.2641
106,297.2641
107,297.2621
108,297.2611
109,297.2611
110,297.2681
111,297.2681
112,297.2691
113,297.2721
114,297.2721
115,297.2661
116,297.2631
117,297.2631
118,297.2721
119,297.2721
120,297.2701
121,297.2661
122,297.2661
123,297.2611
124,297.2581
125,297.2581
126,297.2671
127,297.2681
128,297.2691
129,297.2721
130,297.2721
131,297.2701
132,297.2691
133,297.2691
134,297.2621
135,297.2611
136,297.2621
137,297.2661
138,297.2661
139,297.2641
140,297.2621
141,297.2621
142,297.2641
143,297.2641
144,297.2641
145,297.2621
146,297.2621
147,297.2661
148,297.2721
149,297.2721
150,297.2691
151,297.2681
152,297.2681
153,297.2691
154,297.2691
155,297.2681
156,297.2671
157,297.2671
158,297.2681
159,297.2681
160,297.2681
161,297.2631
162,297.2631
163,297.2651
164,297.2691
165,297.2691
166,297.2701
167,297.2711
168,297.2711
169,297.2601
170,297.2591
171,297.2601
172,297.2641
173,297.2641
174,297.2661
175,297.2681
176,297.2681
177,297.2671
178,297.2671
179,297.2681
180,297.2771
181,297.2771
182,297.2731
183,297.2691
184,297.2691
185,297.2701
186,297.2701
187,297.2701
188,297.2761
189,297.2761
190,297.2751
191,297.2731
192,297.2731
193,297.2751
194,297.2761
195,297.2761
196,297.2741
197,297.2741
198,297.2751
199,297.2771
200,297.2771
201,297.2691
202,297.2631
203,297.2631
204,297.2681
205,297.2681
206,297.2711
207,297.2791
208,297.2791
209,297.2791
