time,Tf_1,Tf_2,Ts,asf,hsf_Gossler,v_1,v_2
0,0,0,0,0,0,0,0
1,297.42000011392,297.420000113,297.42,157,387.11036140188,-0.00031732671111082,-0.00030626750129809
2,297.42000022058,297.42000022044,297.42,157,387.11036140188,-0.00031732773039773,-0.00030626842627363
3,297.42000032261,297.42000032289,297.42000000001,157,387.11036140188,-0.00031732773044152,-0.00030626842643729
4,297.42000041994,297.42000042048,297.42000000004,157,387.11036140188,-0.00031732773044037,-0.00030626842643729
5,297.42000051279,297.42000051351,297.4200000001,157,387.11036140188,-0.00031732773044152,-0.00030626842643729
6,297.42000060145,297.42000060228,297.42000000023,157,387.11036140188,-0.00031732773044267,-0.00030626842643729
7,297.42000068624,297.42000068711,297.42000000047,157,387.11036140188,-0.00031732773044152,-0.00030626842643614
8,297.42000076745,297.42000076831,297.42000000086,157,387.11036140188,-0.00031732773044267,-0.00030626842643787
9,297.42000084532,297.42000084615,297.42000000146,157,387.11036140188,-0.00031732773044152,-0.00030626842643672
10,297.42000092009,297.42000092086,297.42000000232,157,387.11036140188,-0.00031732773044152,-0.00030626842643729
11,297.42000099196,297.42000099267,297.4200000035,157,387.11036140188,-0.00031732773044037,-0.00030626842643729
12,297.42000106113,297.42000106177,297.42000000505,157,387.11036140188,-0.00031732773044037,-0.00030626842643729
13,297.42000112774,297.42000112832,297.42000000702,157,387.11036140188,-0.00031732773044037,-0.00030626842643729
14,297.42000119196,297.42000119249,297.42000000946,157,387.11036140188,-0.00031732773044267,-0.00030626842643729
15,297.42000125393,297.42000125441,297.42000001241,157,387.11036140188,-0.00031732773044152,-0.00030626842643787
16,297.42000131377,297.42000131421,297.42000001591,157,387.11036140188,-0.00031732773044152,-0.00030626842643787
17,297.4200013716,297.42000137202,297.42000001997,157,387.11036140188,-0.00031732773044037,-0.00030626842643787
18,297.42000142754,297.42000142794,297.42000002463,157,387.11036140188,-0.00031732773044037,-0.00030626842643672
19,297.4200014817,297.42000148209,297.4200000299,157,387.11036140188,-0.00031732773044152,-0.00030626842643614
20,297.42000153417,297.42000153457,297.42000003579,157,387.11036140188,-0.00031732773044152,-0.00030626842643729
21,297.42000158505,297.42000158545,297.42000004231,157,387.11036140188,-0.00031732773044037,-0.00030626842643729
22,297.42000163443,297.42000163484,297.42000004947,157,387.11036140188,-0.00031732773044037,-0.00030626842643672
23,297.42000168239,297.42000168282,297.42000005725,157,387.11036140188,-0.00031732773044037,-0.00030626842643614
24,297.42000172901,297.42000172946,297.42000006567,157,387.11036140188,-0.00031732773044037,-0.00030626842643729
25,297.42000177438,297.42000177485,297.42000007471,157,387.11036140188,-0.00031732773044037,-0.00030626842643499
26,297.42000181855,297.42000181905,297.42000008437,157,387.11036140188,-0.00031732773043922,-0.00030626842643441
27,297.42000186161,297.42000186213,297.42000009464,157,387.11036140188,-0.00031732773043922,-0.00030626842643499
28,297.4200019036,297.42000190415,297.42000010551,157,387.11036140188,-0.00031732773043922,-0.00030626842643556
29,297.42000194461,297.42000194518,297.42000011695,157,387.11036140188,-0.00031732773043922,-0.00030626842643499
30,297.42000198467,297.42000198527,297.42000012897,157,387.11036140188,-0.00031732773043922,-0.00030626842643499
31,297.42000202386,297.42000202448,297.42000014155,157,387.11036140188,-0.00031732773043806,-0.00030626842643556
32,297.42000206222,297.42000206285,297.42000015467,157,387.11036140188,-0.00031732773043806,-0.00030626842643441
33,297.42000209981,297.42000210045,297.42000016832,157,387.11036140188,-0.00031732773043922,-0.00030626842643441
34,297.42000213666,297.42000213732,297.42000018249,157,387.11036140188,-0.00031732773043806,-0.00030626842643441
35,297.42000217282,297.4200021735,297.42000019715,157,387.11036140188,-0.00031732773043806,-0.00030626842643441
36,297.42000220835,297.42000220903,297.4200002123,157,387.11036140188,-0.00031732773043806,-0.00030626842643556
37,297.42000224327,297.42000224396,297.42000022791,157,387.11036140188,-0.00031732773043806,-0.00030626842643556
38,297.42000227763,297.42000227832,297.42000024398,157,387.11036140188,-0.00031732773043806,-0.00030626842643441
39,297.42000231146,297.42000231215,297.42000026048,157,387.11036140188,-0.00031732773043806,-0.00030626842643383
40,297.4200023448,297.42000234548,297.42000027741,157,387.11036140188,-0.00031732773043806,-0.00030626842643441
41,297.42000237767,297.42000237835,297.42000029475,157,387.11036140188,-0.00031732773043691,-0.00030626842643441
42,297.42000241012,297.42000241079,297.42000031248,157,387.11036140188,-0.00031732773043806,-0.00030626842643383
43,297.42000244217,297.42000244283,297.4200003306,157,387.11036140188,-0.00031732773043806,-0.00030626842643441
44,297.42000247384,297.42000247449,297.42000034908,157,387.11036140188,-0.00031732773043691,-0.00030626842643441
45,297.42000250517,297.4200025058,297.42000036791,157,387.11036140188,-0.00031732773043806,-0.00030626842643441
46,297.42000253618,297.42000253679,297.42000038709,157,387.11036140188,-0.00031732773043691,-0.00030626842643383
47,297.42000256689,297.42000256748,297.42000040659,157,387.11036140188,-0.00031732773043576,-0.00030626842643441
48,297.42000259732,297.42000259789,297.42000042641,157,387.11036140188,-0.00031732773043691,-0.00030626842643326
49,297.42000262751,297.42000262804,297.42000044654,157,387.11036140188,-0.00031732773043576,-0.00030626842643326
50,297.42000265745,297.42000265796,297.42000046696,157,387.11036140188,-0.00031732773043691,-0.00030626842643383
51,297.42000268718,297.42000268766,297.42000048767,157,387.11036140188,-0.00031732773043691,-0.00030626842643383
52,297.42000271672,297.42000271716,297.42000050864,157,387.11036140188,-0.00031732773043576,-0.00030626842643268
53,297.42000274607,297.42000274648,297.42000052988,157,387.11036140188,-0.00031732773043691,-0.00030626842643326
54,297.42000277526,297.42000277564,297.42000055137,157,387.11036140188,-0.00031732773043806,-0.00030626842643326
55,297.4200028043,297.42000280464,297.42000057311,157,387.11036140188,-0.00031732773043576,-0.00030626842643268
56,297.42000283321,297.42000283351,297.42000059507,157,387.11036140188,-0.00031732773043576,-0.00030626842643268
57,297.420002862,297.42000286225,297.42000061726,157,387.11036140188,-0.00031732773043691,-0.00030626842643211
58,297.42000289067,297.42000289088,297.42000063967,157,387.11036140188,-0.00031732773043576,-0.00030626842643268
59,297.42000291925,297.42000291942,297.42000066229,157,387.11036140188,-0.00031732773043576,-0.00030626842643268
60,297.42000294775,297.42000294786,297.42000068511,157,387.11036140188,-0.00031732773043576,-0.00030626842643268
61,297.42000297616,297.42000297623,297.42000070812,157,387.11036140188,-0.00031732773043576,-0.00030626842643268
62,297.42000300452,297.42000300454,297.42000073131,157,387.11036140188,-0.00031732773043576,-0.00030626842643211
63,297.42000303282,297.42000303279,297.42000075469,157,387.11036140188,-0.00031732773043576,-0.00030626842643268
64,297.42000306107,297.42000306099,297.42000077823,157,387.11036140188,-0.00031732773043461,-0.00030626842643153
65,297.42000308929,297.42000308916,297.42000080194,157,387.11036140188,-0.00031732773043576,-0.00030626842643268
66,297.42000311748,297.42000311729,297.42000082582,157,387.11036140188,-0.00031732773043461,-0.00030626842643211
67,297.42000314564,297.4200031454,297.42000084984,157,387.11036140188,-0.00031732773043576,-0.00030626842643153
68,297.42000317379,297.4200031735,297.42000087401,157,387.11036140188,-0.00031732773043461,-0.00030626842643153
69,297.42000320193,297.42000320158,297.42000089833,157,387.11036140188,-0.00031732773043576,-0.00030626842643211
70,297.42000323007,297.42000322967,297.42000092278,157,387.11036140188,-0.00031732773043461,-0.00030626842643153
71,297.42000325822,297.42000325775,297.42000094737,157,387.11036140188,-0.00031732773043576,-0.00030626842643268
72,297.42000328637,297.42000328585,297.42000097209,157,387.11036140188,-0.00031732773043461,-0.00030626842643211
73,297.42000331453,297.42000331395,297.42000099693,157,387.11036140188,-0.00031732773043576,-0.00030626842643268
74,297.42000334272,297.42000334208,297.42000102188,157,387.11036140188,-0.00031732773043461,-0.00030626842643268
75,297.42000337093,297.42000337023,297.42000104696,157,387.11036140188,-0.00031732773043576,-0.00030626842643268
76,297.42000339916,297.42000339841,297.42000107214,157,387.11036140188,-0.00031732773043576,-0.00030626842643153
77,297.42000342743,297.42000342662,297.42000109744,157,387.11036140188,-0.00031732773043576,-0.00030626842643268
78,297.42000345574,297.42000345486,297.42000112283,157,387.11036140188,-0.00031732773043345,-0.00030626842643153
79,297.42000348408,297.42000348314,297.42000114833,157,387.11036140188,-0.00031732773043461,-0.00030626842643153
80,297.42000351246,297.42000351147,297.42000117393,157,387.11036140188,-0.00031732773043461,-0.00030626842643211
81,297.42000354089,297.42000353984,297.42000119962,157,387.11036140188,-0.00031732773043576,-0.00030626842643153
82,297.42000356937,297.42000356825,297.4200012254,157,387.11036140188,-0.00031732773043345,-0.00030626842643153
83,297.4200035979,297.42000359672,297.42000125127,157,387.11036140188,-0.00031732773043345,-0.00030626842643038
84,297.42000362648,297.42000362524,297.42000127723,157,387.11036140188,-0.00031732773043345,-0.00030626842643153
85,297.42000365512,297.42000365382,297.42000130327,157,387.11036140188,-0.00031732773043461,-0.00030626842643038
86,297.42000368381,297.42000368245,297.42000132939,157,387.11036140188,-0.00031732773043461,-0.00030626842643038
87,297.42000371256,297.42000371114,297.42000135559,157,387.11036140188,-0.00031732773043461,-0.00030626842643095
88,297.42000374138,297.42000373989,297.42000138187,157,387.11036140188,-0.00031732773043345,-0.00030626842643095
89,297.42000377025,297.42000376871,297.42000140822,157,387.11036140188,-0.00031732773043461,-0.00030626842643095
90,297.42000379919,297.42000379759,297.42000143465,157,387.11036140188,-0.00031732773043345,-0.00030626842643038
91,297.4200038282,297.42000382653,297.42000146115,157,387.11036140188,-0.00031732773043461,-0.00030626842643038
92,297.42000385727,297.42000385554,297.42000148772,157,387.11036140188,-0.00031732773043461,-0.00030626842643095
93,297.42000388641,297.42000388462,297.42000151435,157,387.11036140188,-0.00031732773043461,-0.00030626842643095
94,297.42000391562,297.42000391377,297.42000154105,157,387.11036140188,-0.00031732773043345,-0.00030626842643095
95,297.4200039449,297.42000394299,297.42000156782,157,387.11036140188,-0.00031732773043461,-0.00030626842643095
96,297.42000397425,297.42000397228,297.42000159465,157,387.11036140188,-0.00031732773043461,-0.00030626842643095
97,297.42000400367,297.42000400164,297.42000162155,157,387.11036140188,-0.00031732773043461,-0.00030626842643095
98,297.42000403316,297.42000403107,297.4200016485,157,387.11036140188,-0.00031732773043461,-0.00030626842643038
99,297.42000406272,297.42000406058,297.42000167552,157,387.11036140188,-0.00031732773043345,-0.00030626842643038
100,297.42000409236,297.42000409016,297.42000170259,157,387.11036140188,-0.00031732773043345,-0.00030626842643038
101,297.42000412207,297.42000411981,297.42000172972,157,387.11036140188,-0.00031732773043345,-0.00030626842643038
102,297.42000415186,297.42000414954,297.42000175691,157,387.11036140188,-0.0003173277304323,-0.00030626842643038
103,297.42000418172,297.42000417934,297.42000178415,157,387.11036140188,-0.00031732773043345,-0.00030626842643038
104,297.42000421165,297.42000420921,297.42000181145,157,387.11036140188,-0.00031732773043345,-0.00030626842643095
105,297.42000424166,297.42000423916,297.42000183881,157,387.11036140188,-0.00031732773043345,-0.00030626842643095
106,297.42000427174,297.42000426919,297.42000186622,157,387.11036140188,-0.00031732773043345,-0.00030626842643095
107,297.4200043019,297.42000429929,297.42000189368,157,387.11036140188,-0.00031732773043345,-0.0003062684264298
108,297.42000433213,297.42000432946,297.42000192119,157,387.11036140188,-0.00031732773043461,-0.00030626842643095
109,297.42000436244,297.42000435972,297.42000194876,157,387.11036140188,-0.00031732773043345,-0.0003062684264298
110,297.42000439282,297.42000439004,297.42000197637,157,387.11036140188,-0.00031732773043345,-0.0003062684264298
111,297.42000442327,297.42000442044,297.42000200404,157,387.11036140188,-0.00031732773043345,-0.00030626842642922
112,297.4200044538,297.42000445092,297.42000203176,157,387.11036140188,-0.00031732773043461,-0.00030626842642922
113,297.42000448441,297.42000448147,297.42000205953,157,387.11036140188,-0.0003173277304323,-0.00030626842643095
114,297.42000451508,297.42000451209,297.42000208735,157,387.11036140188,-0.00031732773043345,-0.0003062684264298
115,297.42000454584,297.42000454279,297.42000211521,157,387.11036140188,-0.00031732773043345,-0.00030626842643038
116,297.42000457666,297.42000457356,297.42000214313,157,387.11036140188,-0.00031732773043345,-0.0003062684264298
117,297.42000460756,297.42000460441,297.42000217109,157,387.11036140188,-0.00031732773043345,-0.00030626842643095
118,297.42000463854,297.42000463533,297.4200021991,157,387.11036140188,-0.00031732773043345,-0.0003062684264298
119,297.42000466958,297.42000466632,297.42000222716,157,387.11036140188,-0.00031732773043345,-0.00030626842643095
120,297.4200047007,297.42000469739,297.42000225527,157,387.11036140188,-0.00031732773043345,-0.0003062684264298
121,297.42000473189,297.42000472853,297.42000228343,157,387.11036140188,-0.00031732773043345,-0.0003062684264298
122,297.42000476315,297.42000475974,297.42000231163,157,387.11036140188,-0.00031732773043345,-0.0003062684264298
123,297.42000479448,297.42000479102,297.42000233988,157,387.11036140188,-0.00031732773043345,-0.0003062684264298
124,297.42000482588,297.42000482237,297.42000236818,157,387.11036140188,-0.00031732773043461,-0.0003062684264298
125,297.42000485736,297.4200048538,297.42000239652,157,387.11036140188,-0.00031732773043461,-0.00030626842643038
126,297.4200048889,297.42000488529,297.42000242491,157,387.11036140188,-0.0003173277304323,-0.00030626842642922
127,297.42000492051,297.42000491686,297.42000245335,157,387.11036140188,-0.00031732773043345,-0.00030626842642922
128,297.4200049522,297.42000494849,297.42000248183,157,387.11036140188,-0.00031732773043345,-0.0003062684264298
129,297.42000498395,297.42000498019,297.42000251036,157,387.11036140188,-0.00031732773043345,-0.00030626842643095
130,297.42000501577,297.42000501196,297.42000253894,157,387.11036140188,-0.00031732773043345,-0.0003062684264298
131,297.42000504765,297.4200050438,297.42000256756,157,387.11036140188,-0.0003173277304323,-0.00030626842642922
132,297.4200050796,297.42000507571,297.42000259623,157,387.11036140188,-0.00031732773043345,-0.00030626842643095
133,297.42000511162,297.42000510768,297.42000262494,157,387.11036140188,-0.00031732773043345,-0.00030626842643095
134,297.42000514371,297.42000513972,297.42000265371,157,387.11036140188,-0.0003173277304323,-0.0003062684264298
135,297.42000517586,297.42000517183,297.42000268251,157,387.11036140188,-0.0003173277304323,-0.00030626842643095
136,297.42000520808,297.420005204,297.42000271137,157,387.11036140188,-0.00031732773043345,-0.00030626842643095
137,297.42000524036,297.42000523623,297.42000274027,157,387.11036140188,-0.0003173277304323,-0.0003062684264298
138,297.4200052727,297.42000526853,297.42000276921,157,387.11036140188,-0.00031732773043345,-0.00030626842643095
139,297.42000530511,297.4200053009,297.4200027982,157,387.11036140188,-0.00031732773043345,-0.0003062684264298
140,297.42000533758,297.42000533332,297.42000282724,157,387.11036140188,-0.0003173277304323,-0.00030626842643038
141,297.42000537011,297.42000536581,297.42000285633,157,387.11036140188,-0.0003173277304323,-0.00030626842642922
142,297.4200054027,297.42000539836,297.42000288546,157,387.11036140188,-0.0003173277304323,-0.00030626842643038
143,297.42000543536,297.42000543098,297.42000291463,157,387.11036140188,-0.0003173277304323,-0.00030626842642922
144,297.42000546807,297.42000546365,297.42000294386,157,387.11036140188,-0.00031732773043345,-0.00030626842642922
145,297.42000550085,297.42000549638,297.42000297313,157,387.11036140188,-0.0003173277304323,-0.00030626842642922
146,297.42000553368,297.42000552918,297.42000300244,157,387.11036140188,-0.0003173277304323,-0.00030626842643095
147,297.42000556658,297.42000556203,297.4200030318,157,387.11036140188,-0.0003173277304323,-0.0003062684264298
148,297.42000559953,297.42000559494,297.42000306121,157,387.11036140188,-0.0003173277304323,-0.0003062684264298
149,297.42000563254,297.42000562791,297.42000309067,157,387.11036140188,-0.0003173277304323,-0.0003062684264298
150,297.4200056656,297.42000566094,297.42000312017,157,387.11036140188,-0.0003173277304323,-0.00030626842643038
151,297.42000569873,297.42000569402,297.42000314972,157,387.11036140188,-0.0003173277304323,-0.00030626842643038
152,297.42000573191,297.42000572716,297.42000317931,157,387.11036140188,-0.0003173277304323,-0.00030626842643038
153,297.42000576514,297.42000576036,297.42000320895,157,387.11036140188,-0.00031732773043345,-0.00030626842643038
154,297.42000579843,297.42000579361,297.42000323864,157,387.11036140188,-0.0003173277304323,-0.00030626842643038
155,297.42000583177,297.42000582692,297.42000326837,157,387.11036140188,-0.0003173277304323,-0.00030626842643038
156,297.42000586517,297.42000586028,297.42000329815,157,387.11036140188,-0.0003173277304323,-0.00030626842643038
157,297.42000589862,297.4200058937,297.42000332798,157,387.11036140188,-0.0003173277304323,-0.00030626842643038
158,297.42000593212,297.42000592717,297.42000335785,157,387.11036140188,-0.0003173277304323,-0.0003062684264298
159,297.42000596568,297.42000596069,297.42000338777,157,387.11036140188,-0.0003173277304323,-0.0003062684264298
160,297.42000599928,297.42000599426,297.42000341774,157,387.11036140188,-0.0003173277304323,-0.0003062684264298
161,297.42000603294,297.42000602789,297.42000344775,157,387.11036140188,-0.0003173277304323,-0.0003062684264298
162,297.42000606665,297.42000606156,297.42000347781,157,387.11036140188,-0.0003173277304323,-0.0003062684264298
163,297.42000610041,297.42000609529,297.42000350792,157,387.11036140188,-0.0003173277304323,-0.0003062684264298
164,297.42000613422,297.42000612907,297.42000353807,157,387.11036140188,-0.0003173277304323,-0.0003062684264298
165,297.42000616807,297.42000616289,297.42000356827,157,387.11036140188,-0.0003173277304323,-0.0003062684264298
166,297.42000620198,297.42000619677,297.42000359852,157,387.11036140188,-0.00031732773043345,-0.0003062684264298
167,297.42000623593,297.42000623069,297.42000362881,157,387.11036140188,-0.00031732773043345,-0.0003062684264298
168,297.42000626993,297.42000626467,297.42000365915,157,387.11036140188,-0.00031732773043345,-0.0003062684264298
169,297.42000630398,297.42000629869,297.42000368954,157,387.11036140188,-0.00031732773043345,-0.0003062684264298
170,297.42000633808,297.42000633275,297.42000371997,157,387.11036140188,-0.0003173277304323,-0.0003062684264298
171,297.42000637222,297.42000636687,297.42000375045,157,387.11036140188,-0.0003173277304323,-0.0003062684264298
172,297.4200064064,297.42000640103,297.42000378098,157,387.11036140188,-0.0003173277304323,-0.0003062684264298
173,297.42000644063,297.42000643523,297.42000381156,157,387.11036140188,-0.0003173277304323,-0.00030626842642865
174,297.42000647491,297.42000646949,297.42000384218,157,387.11036140188,-0.0003173277304323,-0.00030626842642865
175,297.42000650923,297.42000650378,297.42000387284,157,387.11036140188,-0.00031732773043345,-0.00030626842642922
176,297.42000654359,297.42000653812,297.42000390356,157,387.11036140188,-0.0003173277304323,-0.00030626842642922
177,297.42000657799,297.4200065725,297.42000393432,157,387.11036140188,-0.00031732773043345,-0.00030626842642922
178,297.42000661244,297.42000660693,297.42000396512,157,387.11036140188,-0.0003173277304323,-0.00030626842642922
179,297.42000664693,297.4200066414,297.42000399598,157,387.11036140188,-0.0003173277304323,-0.00030626842642922
180,297.42000668147,297.42000667591,297.42000402688,157,387.11036140188,-0.0003173277304323,-0.00030626842642922
181,297.42000671604,297.42000671047,297.42000405782,157,387.11036140188,-0.0003173277304323,-0.00030626842642865
182,297.42000675065,297.42000674507,297.42000408882,157,387.11036140188,-0.0003173277304323,-0.00030626842642865
183,297.42000678531,297.4200067797,297.42000411985,157,387.11036140188,-0.0003173277304323,-0.0003062684264298
184,297.42000682,297.42000681438,297.42000415094,157,387.11036140188,-0.00031732773043345,-0.0003062684264298
185,297.42000685474,297.4200068491,297.42000418207,157,387.11036140188,-0.00031732773043345,-0.0003062684264298
186,297.42000688951,297.42000688386,297.42000421325,157,387.11036140188,-0.00031732773043345,-0.0003062684264298
187,297.42000692432,297.42000691866,297.42000424447,157,387.11036140188,-0.0003173277304323,-0.0003062684264298
188,297.42000695917,297.42000695349,297.42000427574,157,387.11036140188,-0.0003173277304323,-0.0003062684264298
189,297.42000699406,297.42000698837,297.42000430705,157,387.11036140188,-0.0003173277304323,-0.0003062684264298
190,297.42000702899,297.42000702328,297.42000433841,157,387.11036140188,-0.0003173277304323,-0.0003062684264298
191,297.42000706395,297.42000705823,297.42000436982,157,387.11036140188,-0.0003173277304323,-0.00030626842642865
192,297.42000709895,297.42000709322,297.42000440127,157,387.11036140188,-0.0003173277304323,-0.00030626842642922
