time,Tf_1,Tf_2,Ts,asf,hsf_Gossler,v_1,v_2
0,0,0,0,0,0,0,0
1,304.33000003036,304.3300000304,304.33,104.66666666667,208.26233241154,-0.00014534388620861,-0.00014409181861133
2,304.33000005367,304.33000005354,304.33,104.66666666667,208.26233241154,-0.00014534441340777,-0.00014409255233465
3,304.33000007621,304.33000007585,304.33,104.66666666667,208.26233241154,-0.00014534441359246,-0.00014409255254211
4,304.33000009792,304.33000009737,304.33,104.66666666667,208.26233241154,-0.00014534441359664,-0.00014409255254902
5,304.33000011883,304.33000011817,304.33,104.66666666667,208.26233241154,-0.00014534441359981,-0.00014409255255363
6,304.33000013902,304.33000013832,304.33,104.66666666667,208.26233241154,-0.00014534441360024,-0.00014409255255248
7,304.33000015859,304.33000015789,304.33,104.66666666667,208.26233241154,-0.00014534441360125,-0.00014409255255363
8,304.3300001776,304.33000017694,304.33,104.66666666667,208.26233241154,-0.00014534441360053,-0.00014409255255363
9,304.33000019612,304.33000019553,304.33,104.66666666667,208.26233241154,-0.0001453444136024,-0.00014409255255248
10,304.33000021418,304.33000021368,304.33000000001,104.66666666667,208.26233241154,-0.00014534441360139,-0.00014409255255363
11,304.33000023184,304.33000023144,304.33000000001,104.66666666667,208.26233241154,-0.00014534441360197,-0.00014409255255363
12,304.33000024913,304.33000024884,304.33000000002,104.66666666667,208.26233241154,-0.0001453444136024,-0.00014409255255478
13,304.33000026608,304.3300002659,304.33000000003,104.66666666667,208.26233241154,-0.00014534441360168,-0.00014409255255363
14,304.33000026608,304.3300002659,304.33000000003,104.66666666667,208.26233241154,-0.00014534441360168,-0.00014409255255363
15,304.33000026608,304.3300002659,304.33000000003,104.66666666667,208.26233241154,-0.00014534441360168,-0.00014409255255363
16,304.33000028271,304.33000028265,304.33000000005,104.66666666667,208.26233241154,-0.00014534441360326,-0.00014409255255478
17,304.33000029905,304.3300002991,304.33000000007,104.66666666667,208.26233241154,-0.0001453444136037,-0.00014409255255363
18,304.33000031512,304.33000031527,304.3300000001,104.66666666667,208.26233241154,-0.00014534441360312,-0.00014409255255594
19,304.33000033092,304.33000033118,304.33000000014,104.66666666667,208.26233241154,-0.00014534441360326,-0.00014409255255594
20,304.33000034648,304.33000034684,304.3300000002,104.66666666667,208.26233241154,-0.0001453444136037,-0.00014409255255594
21,304.33000034648,304.33000034684,304.3300000002,104.66666666667,208.26233241154,-0.0001453444136037,-0.00014409255255594
22,304.3300003618,304.33000036225,304.33000000026,104.66666666667,208.26233241154,-0.00014534441360283,-0.00014409255255363
23,304.3300003769,304.33000037744,304.33000000035,104.66666666667,208.26233241154,-0.00014534441360326,-0.00014409255255478
24,304.33000039179,304.33000039241,304.33000000046,104.66666666667,208.26233241154,-0.00014534441360254,-0.00014409255255594
25,304.33000040647,304.33000040717,304.33000000058,104.66666666667,208.26233241154,-0.00014534441360427,-0.00014409255255594
26,304.33000042095,304.33000042173,304.33000000073,104.66666666667,208.26233241154,-0.00014534441360442,-0.00014409255255478
27,304.33000043525,304.33000043609,304.33000000091,104.66666666667,208.26233241154,-0.0001453444136037,-0.00014409255255594
28,304.33000044936,304.33000045027,304.33000000112,104.66666666667,208.26233241154,-0.00014534441360427,-0.00014409255255709
29,304.33000044936,304.33000045027,304.33000000112,104.66666666667,208.26233241154,-0.00014534441360427,-0.00014409255255709
30,304.33000046329,304.33000046426,304.33000000136,104.66666666667,208.26233241154,-0.0001453444136047,-0.00014409255255478
31,304.33000047705,304.33000047808,304.33000000163,104.66666666667,208.26233241154,-0.00014534441360485,-0.00014409255255709
32,304.33000049064,304.33000049172,304.33000000194,104.66666666667,208.26233241154,-0.00014534441360427,-0.00014409255255709
33,304.33000050408,304.3300005052,304.33000000229,104.66666666667,208.26233241154,-0.0001453444136047,-0.00014409255255709
34,304.33000051735,304.33000051852,304.33000000268,104.66666666667,208.26233241154,-0.000145344413606,-0.00014409255255709
35,304.33000053047,304.33000053168,304.3300000031,104.66666666667,208.26233241154,-0.00014534441360542,-0.00014409255255594
36,304.33000054344,304.33000054469,304.33000000358,104.66666666667,208.26233241154,-0.00014534441360557,-0.00014409255255709
37,304.33000055626,304.33000055755,304.3300000041,104.66666666667,208.26233241154,-0.000145344413606,-0.00014409255255594
38,304.33000056894,304.33000057027,304.33000000466,104.66666666667,208.26233241154,-0.00014534441360629,-0.00014409255255824
39,304.33000058149,304.33000058284,304.33000000527,104.66666666667,208.26233241154,-0.00014534441360672,-0.00014409255255709
40,304.33000059389,304.33000059528,304.33000000594,104.66666666667,208.26233241154,-0.00014534441360485,-0.00014409255255824
41,304.33000060617,304.33000060758,304.33000000665,104.66666666667,208.26233241154,-0.00014534441360629,-0.00014409255255709
42,304.33000061831,304.33000061976,304.33000000742,104.66666666667,208.26233241154,-0.00014534441360557,-0.00014409255255824
43,304.33000063033,304.3300006318,304.33000000824,104.66666666667,208.26233241154,-0.00014534441360586,-0.00014409255255709
44,304.33000064223,304.33000064372,304.33000000911,104.66666666667,208.26233241154,-0.000145344413606,-0.00014409255255939
45,304.330000654,304.33000065551,304.33000001004,104.66666666667,208.26233241154,-0.00014534441360629,-0.00014409255255939
46,304.33000066565,304.33000066718,304.33000001102,104.66666666667,208.26233241154,-0.00014534441360557,-0.00014409255255939
47,304.33000067719,304.33000067874,304.33000001205,104.66666666667,208.26233241154,-0.00014534441360701,-0.00014409255255939
48,304.33000068861,304.33000069018,304.33000001315,104.66666666667,208.26233241154,-0.00014534441360715,-0.00014409255255939
49,304.33000069992,304.33000070151,304.3300000143,104.66666666667,208.26233241154,-0.00014534441360658,-0.00014409255255709
