time,Tf_1,Tf_2,Ts,asf,hsf_Gossler,v_1,v_2
0,0,0,0,0,0,0,0
1,301.06000005659,301.060000073,301.06,125.6,285.56259943743,-0.00021907797102419,-0.00022267747056092
2,301.06000011002,301.06000012757,301.06,125.6,285.56259943743,-0.00021907952923707,-0.00022267856598774
3,301.06000016134,301.06000017747,301.06,125.6,285.56259943743,-0.00021907952948422,-0.0002226785662194
4,301.06000021066,301.06000022485,301.06,125.6,285.56259943743,-0.00021907952948285,-0.00022267856621825
5,301.06000025814,301.06000027061,301.06,125.6,285.56259943743,-0.00021907952948263,-0.00022267856621825
6,301.06000030393,301.06000031501,301.06000000001,125.6,285.56259943743,-0.00021907952948249,-0.00022267856621825
7,301.06000034818,301.06000035815,301.06000000002,125.6,285.56259943743,-0.00021907952948357,-0.00022267856621825
8,301.06000039104,301.0600004001,301.06000000003,125.6,285.56259943743,-0.0002190795294845,-0.0002226785662194
9,301.06000043261,301.06000044115,301.06000000007,125.6,285.56259943743,-0.00021907952948407,-0.00022267856621825
10,301.06000047299,301.06000048115,301.06000000012,125.6,285.56259943743,-0.00021907952948688,-0.00022267856621825
11,301.06000051226,301.06000051991,301.0600000002,125.6,285.56259943743,-0.00021907952948652,-0.00022267856622055
12,301.0600005505,301.06000055768,301.06000000031,125.6,285.56259943743,-0.00021907952948623,-0.00022267856622055
13,301.06000058778,301.06000059454,301.06000000048,125.6,285.56259943743,-0.00021907952948602,-0.0002226785662194
14,301.06000062414,301.06000063054,301.0600000007,125.6,285.56259943743,-0.00021907952948681,-0.00022267856622055
15,301.06000065964,301.06000066572,301.06000000099,125.6,285.56259943743,-0.00021907952948659,-0.00022267856622055
16,301.06000069431,301.06000070011,301.06000000136,125.6,285.56259943743,-0.0002190795294863,-0.00022267856622055
17,301.0600007282,301.06000073375,301.06000000182,125.6,285.56259943743,-0.00021907952948609,-0.00022267856622055
18,301.06000076135,301.06000076667,301.06000000238,125.6,285.56259943743,-0.00021907952948695,-0.00022267856622055
19,301.06000079377,301.06000079889,301.06000000306,125.6,285.56259943743,-0.00021907952948674,-0.00022267856622171
20,301.06000082552,301.06000083045,301.06000000387,125.6,285.56259943743,-0.00021907952948645,-0.00022267856622055
21,301.0600008566,301.06000086135,301.06000000481,125.6,285.56259943743,-0.00021907952948623,-0.00022267856622055
22,301.06000088705,301.06000089164,301.06000000589,125.6,285.56259943743,-0.00021907952948717,-0.0002226785662194
23,301.06000091689,301.06000092133,301.06000000713,125.6,285.56259943743,-0.00021907952948688,-0.00022267856622055
24,301.06000094614,301.06000095043,301.06000000853,125.6,285.56259943743,-0.00021907952948666,-0.0002226785662194
25,301.06000097483,301.06000097898,301.06000001009,125.6,285.56259943743,-0.00021907952948652,-0.00022267856622171
26,301.06000100296,301.06000100699,301.06000001183,125.6,285.56259943743,-0.00021907952948739,-0.00022267856622055
27,301.06000103057,301.06000103448,301.06000001374,125.6,285.56259943743,-0.00021907952948609,-0.00022267856622055
28,301.06000105767,301.06000106146,301.06000001584,125.6,285.56259943743,-0.00021907952948695,-0.0002226785662194
29,301.06000108428,301.06000108795,301.06000001812,125.6,285.56259943743,-0.00021907952948789,-0.00022267856622171
30,301.06000111041,301.06000111397,301.06000002059,125.6,285.56259943743,-0.00021907952948775,-0.00022267856622055
31,301.06000113608,301.06000113953,301.06000002325,125.6,285.56259943743,-0.00021907952948638,-0.00022267856622171
32,301.0600011613,301.06000116465,301.0600000261,125.6,285.56259943743,-0.00021907952948731,-0.00022267856622171
33,301.06000118609,301.06000118934,301.06000002915,125.6,285.56259943743,-0.00021907952948594,-0.00022267856622055
34,301.06000121047,301.06000121362,301.06000003239,125.6,285.56259943743,-0.00021907952948587,-0.00022267856622171
35,301.06000123444,301.06000123749,301.06000003582,125.6,285.56259943743,-0.00021907952948796,-0.00022267856622171
36,301.06000125801,301.06000126098,301.06000003945,125.6,285.56259943743,-0.00021907952948775,-0.00022267856622171
37,301.06000128121,301.06000128409,301.06000004328,125.6,285.56259943743,-0.00021907952948767,-0.00022267856622055
38,301.06000130404,301.06000130683,301.06000004729,125.6,285.56259943743,-0.00021907952948746,-0.00022267856622171
39,301.06000132652,301.06000132923,301.0600000515,125.6,285.56259943743,-0.00021907952948724,-0.00022267856622171
40,301.06000134865,301.06000135128,301.0600000559,125.6,285.56259943743,-0.00021907952948594,-0.00022267856622171
41,301.06000137045,301.060001373,301.06000006049,125.6,285.56259943743,-0.00021907952948703,-0.00022267856622171
42,301.06000139193,301.0600013944,301.06000006527,125.6,285.56259943743,-0.00021907952948796,-0.00022267856622171
43,301.0600014131,301.06000141549,301.06000007023,125.6,285.56259943743,-0.00021907952948782,-0.00022267856622171
44,301.06000143396,301.06000143628,301.06000007537,125.6,285.56259943743,-0.00021907952948767,-0.00022267856622055
45,301.06000145453,301.06000145677,301.0600000807,125.6,285.56259943743,-0.0002190795294876,-0.00022267856622171
46,301.06000147482,301.06000147699,301.0600000862,125.6,285.56259943743,-0.00021907952948746,-0.00022267856622055
47,301.06000149484,301.06000149694,301.06000009188,125.6,285.56259943743,-0.00021907952948724,-0.00022267856622055
48,301.06000151459,301.06000151662,301.06000009773,125.6,285.56259943743,-0.00021907952948717,-0.00022267856622171
